whatsapp_count,phone_count,email_count,total_interactions,dominant_channel,first_channel,last_channel,is_multi_channel,channel_switch_count,conversation_time_hours,conv_time_bucket,recency_bucket,engagement_depth,channel_x_stage,historical_deals_won,sale_score
1,1,1,1,1,1,1,0,0,1,1,4,1,8,1,0.0488
2,2,2,2,3,1,3,1,1,2,5,4,2,27,1,0.8393
2,2,3,3,1,1,1,1,3,2,4,2,3,2,2,0.7807
1,1,2,2,1,3,2,1,1,2,5,3,2,4,1,0.4192
3,2,2,2,3,3,1,1,1,2,4,3,2,28,3,0.9718
2,3,2,2,1,1,3,1,2,3,2,3,2,1,2,0.8594
1,1,2,2,1,1,1,1,3,2,5,3,2,3,1,0.4174
2,1,3,2,1,3,3,1,1,2,5,2,2,9,2,0.7015
3,1,3,3,3,3,3,1,3,2,4,2,3,29,1,0.55
1,1,1,1,1,1,1,0,0,1,1,3,1,8,1,0.0382
2,2,2,2,3,3,1,1,1,2,4,2,2,26,2,0.8621
1,1,1,1,1,1,1,0,0,1,1,1,1,7,1,0.0245
1,1,2,1,1,1,1,1,2,2,4,2,2,1,1,0.304
2,2,2,2,3,2,1,1,2,2,4,2,2,28,2,0.8487
2,2,1,2,2,3,3,1,2,2,5,1,2,22,3,0.9305
2,2,1,2,3,3,3,1,2,2,4,2,2,34,2,0.8144
2,2,2,2,1,3,3,1,1,2,5,3,2,1,1,0.7779
3,1,3,3,3,1,1,1,2,3,2,1,3,34,1,0.1897
2,1,2,2,1,1,1,1,3,2,4,1,2,5,2,0.532
1,2,2,1,1,1,2,1,2,3,2,2,2,8,1,0.2487
1,1,1,1,1,3,1,1,1,1,1,3,1,7,1,0.086
3,2,2,2,3,3,2,1,1,2,4,1,2,36,2,0.831
2,2,1,1,2,2,2,1,1,1,3,2,1,24,2,0.6726
3,1,2,2,3,3,1,1,3,2,4,2,2,26,2,0.8198
3,2,2,3,3,1,1,1,1,3,2,3,3,32,1,0.4792
3,3,3,3,3,2,3,1,2,3,2,3,3,28,3,0.9701
1,1,2,1,1,1,1,0,0,2,4,1,1,9,1,0.1036
3,2,1,2,3,1,2,1,3,1,3,3,2,36,3,0.9241
3,1,2,3,3,3,3,1,2,3,2,1,3,34,1,0.2092
1,2,1,1,2,2,2,1,2,1,1,3,1,19,1,0.2258
2,3,2,3,2,2,2,1,1,3,2,2,3,22,2,0.7288
2,3,2,3,2,1,1,1,3,2,4,3,3,17,3,0.9693
3,1,2,3,3,3,3,1,1,2,5,2,3,28,1,0.6287
2,1,2,1,1,1,3,1,2,2,5,3,1,9,1,0.5333
1,1,1,1,2,3,3,1,1,1,1,4,1,19,1,0.1375
2,3,2,3,2,2,3,1,1,3,2,4,3,16,2,0.8633
1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,0.0474
1,2,2,1,2,2,2,1,2,1,3,2,1,24,1,0.3355
2,1,2,1,3,1,1,1,2,2,5,1,1,34,2,0.7192
2,2,2,2,1,1,1,1,2,2,5,4,2,2,2,0.915
2,1,2,2,3,3,1,1,1,2,5,4,2,33,2,0.8264
2,2,3,2,1,1,1,1,2,3,2,2,2,1,3,0.8494
3,2,2,2,3,3,3,1,1,2,4,2,2,28,3,0.9668
1,1,1,1,2,1,1,1,1,1,1,4,1,19,1,0.114
1,2,2,2,2,3,3,1,2,2,4,1,2,22,2,0.6576
1,1,3,2,1,1,2,1,3,2,4,1,2,9,1,0.1837
1,1,1,1,2,1,1,1,1,1,1,2,1,19,1,0.0718
2,2,1,2,3,1,1,1,3,2,5,1,2,36,3,0.9258
2,2,2,2,3,3,3,1,1,3,4,1,2,25,3,0.9469
1,1,2,1,1,1,2,1,2,2,4,3,2,8,1,0.292
2,2,2,2,1,2,2,1,1,2,4,3,2,3,1,0.6373
2,2,1,2,3,1,2,1,1,2,4,3,2,34,2,0.8182
2,1,2,2,1,3,3,1,3,3,2,4,2,8,2,0.5198
2,3,2,2,2,1,1,1,1,3,2,4,2,13,2,0.8919
3,2,2,2,3,3,3,1,1,3,2,1,2,25,2,0.7888
1,1,1,1,2,1,2,1,1,1,1,4,1,19,1,0.1184
1,2,1,1,2,2,3,1,1,1,1,3,1,24,1,0.1826
1,1,1,1,1,1,1,0,0,1,1,1,1,5,1,0.0271
2,1,3,2,1,3,3,1,3,2,4,3,2,10,2,0.6661
2,1,3,2,1,1,3,1,3,2,5,2,2,10,1,0.4287
3,2,2,3,3,2,1,1,2,2,4,2,3,34,2,0.8366
1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,0.0765
2,2,2,2,3,2,2,1,3,2,4,2,3,34,3,0.9261
2,2,2,2,3,3,3,1,3,2,4,3,3,28,3,0.9606
1,1,1,1,3,3,2,1,1,3,2,1,1,32,1,0.1365
1,1,2,1,1,1,1,1,2,3,2,2,1,5,1,0.1375
1,1,2,1,1,1,1,1,2,2,5,1,1,8,1,0.2918
3,3,2,3,3,2,3,1,2,2,4,2,3,36,3,0.9735
1,1,2,1,1,1,1,1,2,2,5,1,1,5,1,0.3241
1,1,2,1,1,1,1,0,0,2,4,1,1,10,1,0.099
2,3,1,2,2,2,2,1,3,1,3,3,2,18,2,0.8844
1,1,2,1,1,1,1,1,1,3,2,1,1,10,2,0.21
2,2,2,2,3,3,3,1,2,3,4,2,2,35,1,0.6303
1,1,3,2,1,1,1,1,3,3,2,3,2,9,1,0.1301
1,3,1,2,2,2,2,0,0,1,3,4,2,24,2,0.6712
2,1,2,2,1,1,1,1,2,2,5,2,2,10,1,0.3724
2,3,2,2,2,3,1,1,1,2,4,4,2,14,3,0.9843
2,2,2,2,3,3,2,1,1,2,5,1,2,25,3,0.9619
2,1,2,2,1,3,3,1,2,2,4,3,2,8,2,0.6553
2,2,2,2,3,3,3,1,1,2,5,1,2,26,3,0.9617
1,1,1,1,2,2,2,0,0,1,1,2,1,20,1,0.0398
3,2,3,3,1,3,3,1,2,3,2,2,3,6,1,0.4383
3,3,2,3,3,3,3,1,2,2,4,3,3,26,3,0.9882
2,2,1,2,3,3,3,1,2,2,5,2,2,26,3,0.969
2,2,2,2,1,3,3,1,1,2,5,3,1,4,3,0.9652
2,2,2,2,3,3,2,1,3,2,5,1,2,33,2,0.8657
2,1,3,2,1,3,1,1,1,2,4,1,2,9,2,0.5083
3,2,1,2,3,1,1,1,1,2,4,4,2,30,3,0.9698
1,2,1,1,2,2,1,1,1,1,1,4,1,19,1,0.254
2,1,2,2,1,1,1,1,2,3,2,2,2,6,2,0.3545
1,1,1,1,3,3,3,0,0,1,1,4,1,29,1,0.0972
2,2,1,2,3,3,3,1,2,3,2,2,2,26,1,0.4833
2,1,2,2,1,3,3,1,1,2,4,3,2,10,1,0.3563
1,1,3,2,1,1,2,1,3,2,5,1,2,8,1,0.277
1,1,2,1,1,1,1,0,0,3,2,2,1,11,2,0.1415
3,2,2,2,3,2,1,1,1,3,2,3,2,26,3,0.9371
2,1,2,2,3,3,3,1,1,2,5,1,2,34,3,0.8709
3,2,2,3,3,2,3,1,2,2,4,3,3,34,2,0.8779
1,1,1,1,1,1,1,0,0,1,1,3,1,12,1,0.0315
3,2,2,3,3,3,1,1,1,2,4,3,3,28,1,0.7544
3,2,1,2,3,3,1,1,3,3,4,1,2,34,1,0.665
2,3,2,3,2,3,2,1,3,3,2,3,3,13,2,0.8672
1,1,1,1,2,2,3,1,1,1,3,2,1,17,1,0.2068
2,3,2,2,2,2,1,1,3,2,4,2,3,16,3,0.971
1,1,1,1,2,3,3,1,1,1,1,2,1,19,1,0.0875
1,1,2,1,1,1,1,1,1,2,4,2,1,8,1,0.2367
2,1,2,1,1,3,3,1,1,2,4,2,1,10,1,0.3587
1,1,1,1,2,2,2,1,1,1,1,1,1,19,1,0.0626
1,2,1,1,2,2,2,0,0,1,1,3,1,22,1,0.1069
2,2,2,2,1,1,1,1,1,3,2,1,2,11,2,0.4366
2,1,3,2,1,1,2,1,1,2,4,1,2,9,2,0.4868
3,2,3,3,3,1,1,1,1,3,2,2,3,30,1,0.464
2,3,2,2,2,2,3,1,2,2,4,1,2,22,3,0.9547
2,2,2,2,3,1,3,1,2,2,5,3,2,27,2,0.9264
1,1,2,1,1,1,1,1,2,2,5,1,2,9,1,0.2678
2,1,2,1,1,1,1,1,1,3,2,3,2,8,1,0.2006
1,1,3,1,1,1,1,0,0,2,4,2,1,10,2,0.3131
1,3,1,1,2,2,2,1,1,1,3,2,1,23,1,0.5316
2,2,2,2,3,3,3,1,1,2,4,4,2,34,3,0.9568
3,2,2,3,3,3,2,1,3,2,5,3,3,25,3,0.9831
2,2,2,2,3,1,3,1,1,3,2,1,2,32,2,0.5886
3,1,1,2,3,3,3,1,2,2,4,3,2,25,2,0.8528
3,1,2,2,3,3,3,1,2,2,5,2,2,31,3,0.9452
1,2,1,1,2,2,1,1,2,1,1,3,1,24,2,0.389
1,1,1,1,2,2,3,1,1,1,1,4,1,19,1,0.1301
3,3,2,3,3,3,3,1,2,2,4,2,3,29,1,0.8663
1,2,2,2,1,1,3,1,1,2,5,1,2,9,1,0.4342
3,3,1,3,3,2,2,1,1,2,5,3,3,26,2,0.9728
3,1,3,3,3,3,2,1,1,3,2,2,3,29,1,0.3036
2,2,2,2,1,3,3,1,3,2,4,2,2,8,2,0.7947
2,2,2,2,2,3,3,1,3,2,5,3,2,22,1,0.7503
2,3,1,2,2,2,2,1,1,1,3,1,2,24,2,0.752
1,1,3,1,1,1,1,0,0,2,5,2,1,8,1,0.2177
1,2,2,2,1,1,1,1,2,2,5,1,2,10,1,0.4148
3,2,3,3,3,3,2,1,2,2,4,1,3,28,2,0.8678
1,1,1,1,2,1,2,1,1,1,3,1,1,20,1,0.135
2,1,2,2,3,3,3,1,2,2,4,1,2,25,3,0.8743
1,1,1,1,1,3,1,1,1,1,3,1,1,5,1,0.1409
1,3,1,2,2,2,2,1,2,1,3,3,2,23,2,0.7771
3,2,2,2,3,1,2,1,2,2,5,3,2,34,3,0.9756
1,1,2,2,1,3,3,1,2,2,5,1,2,2,2,0.6088
3,2,3,3,3,2,2,1,1,2,4,1,3,25,2,0.8712
2,2,2,2,3,1,1,1,1,2,5,3,2,33,1,0.733
1,3,2,2,2,2,1,1,2,1,1,3,2,18,2,0.6428
1,2,1,1,2,1,1,1,1,1,1,1,1,24,1,0.1036
3,1,2,2,3,3,3,1,3,2,5,2,2,34,3,0.9401
2,2,2,2,1,1,1,1,2,2,5,4,2,2,2,0.915
2,1,2,2,1,1,1,1,2,3,2,1,2,8,2,0.2779
1,1,3,2,1,1,1,0,0,3,4,2,2,9,1,0.1206
1,1,2,1,1,1,1,0,0,2,5,2,1,1,1,0.2656
2,3,2,3,1,3,2,1,1,2,5,1,3,2,1,0.7851
2,2,2,2,3,3,3,1,3,2,4,3,2,28,3,0.9631
1,1,1,1,2,2,2,0,0,1,3,3,1,17,1,0.14
2,2,2,2,2,3,2,1,1,2,4,3,2,14,3,0.9534
2,3,1,2,2,2,2,1,3,1,3,4,2,23,1,0.7232
2,2,2,2,1,1,3,1,1,2,4,1,2,2,3,0.9034
1,3,1,2,2,2,1,1,3,1,3,3,2,24,1,0.534
2,1,2,2,1,3,3,1,1,2,4,3,2,11,2,0.6068
1,1,2,1,1,1,1,0,0,3,2,2,1,8,2,0.1609
1,1,1,1,1,1,3,1,1,1,1,3,1,7,1,0.0827
1,3,1,2,2,2,2,1,2,1,3,3,2,18,1,0.6048
2,3,2,3,3,3,3,1,3,2,4,1,3,26,3,0.9706
1,1,1,1,1,1,1,0,0,1,1,4,1,12,1,0.0402
2,3,2,3,2,1,1,1,1,3,2,2,3,16,3,0.9056
2,3,2,3,3,3,1,1,3,2,5,3,3,26,2,0.9653
1,1,1,1,3,2,2,1,1,1,3,1,1,32,1,0.1672
3,1,2,3,3,3,3,1,2,3,2,2,3,32,1,0.274
1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,0.0838
2,1,2,2,1,1,2,1,3,2,5,2,2,9,3,0.8558
2,1,1,2,3,3,3,1,3,2,4,1,2,26,1,0.426
3,1,3,3,3,1,1,1,2,3,2,1,3,29,1,0.2316
1,1,1,1,3,1,3,1,1,1,3,4,1,32,1,0.2964
1,3,1,1,2,2,2,1,2,1,1,4,2,18,1,0.4783
1,1,2,1,1,1,1,1,1,2,4,2,1,6,2,0.5015
2,1,2,2,1,1,1,1,2,2,4,1,2,9,1,0.2302
1,1,2,1,1,1,2,1,2,1,3,3,1,2,3,0.7442
2,2,2,2,1,3,3,1,2,2,4,3,2,2,3,0.9493
3,3,2,3,3,3,3,1,2,3,2,3,3,25,2,0.926
2,2,1,2,3,2,3,1,3,2,4,3,2,25,3,0.9629
1,2,1,1,2,2,2,1,1,3,2,3,2,19,1,0.3324
1,3,2,2,2,2,1,1,2,1,3,3,2,24,2,0.7769
1,1,1,1,1,1,2,1,1,1,3,1,1,9,1,0.1095
2,2,2,2,1,1,3,1,3,2,5,3,2,3,2,0.9015
2,3,1,2,2,3,2,1,3,2,4,1,2,22,3,0.9542
1,3,1,2,2,2,2,1,2,1,3,4,2,18,2,0.8527
1,2,2,2,2,1,1,1,2,2,5,1,2,22,2,0.7149
3,2,3,3,3,3,3,1,2,3,2,1,3,26,3,0.9027
1,1,2,1,1,1,1,1,2,3,2,3,2,10,1,0.1297
1,1,3,2,1,1,2,1,3,3,2,2,2,5,1,0.129
1,1,2,1,1,1,2,1,2,2,4,2,1,9,2,0.4885
2,3,1,2,2,2,3,1,3,1,3,3,2,17,2,0.8936
1,1,1,1,2,2,2,0,0,1,1,4,1,24,1,0.0533
2,3,2,3,2,2,2,1,3,1,3,4,3,24,1,0.6764
3,1,3,3,3,3,2,1,1,3,2,3,3,32,1,0.3257
1,3,2,2,2,2,2,1,1,1,3,4,2,23,2,0.8232
1,1,1,1,3,2,2,1,1,1,3,3,1,32,1,0.2503
2,1,3,2,1,3,3,1,1,2,4,4,2,10,1,0.439
2,1,3,2,1,1,3,1,2,2,4,4,2,11,1,0.4091
2,3,3,3,3,1,1,1,3,3,2,1,3,34,3,0.8906
3,2,2,3,3,3,3,1,2,2,4,1,3,26,3,0.953
2,1,2,1,1,1,1,1,2,2,4,1,2,3,1,0.3302
2,3,1,2,2,2,2,1,3,1,3,3,2,19,1,0.7127
1,1,2,1,1,1,2,1,1,2,5,2,1,8,2,0.6057
1,1,1,1,2,2,2,1,1,1,3,4,1,19,1,0.2729
1,2,2,2,1,1,1,1,3,2,5,4,2,8,1,0.6403
2,3,1,2,2,2,2,1,1,3,2,3,2,19,2,0.8274
2,2,2,2,3,1,1,1,3,2,5,1,2,34,3,0.938
1,1,1,1,3,3,3,0,0,3,2,3,1,29,1,0.139
2,2,2,2,3,3,3,1,2,2,4,1,2,26,2,0.8483
2,1,1,1,3,3,3,1,1,2,4,4,2,27,3,0.9339
2,2,2,2,1,3,3,1,2,2,5,3,2,1,3,0.9696
3,3,1,2,3,1,3,1,3,2,5,3,3,25,3,0.9932
3,2,2,3,3,3,3,1,3,2,4,2,3,26,3,0.9651
3,1,2,2,3,1,1,1,2,2,5,1,2,26,3,0.9329
1,1,1,1,2,2,2,0,0,1,1,3,1,24,1,0.0418
2,2,2,2,2,1,2,1,3,2,5,2,2,15,1,0.7366
2,3,2,3,2,3,2,1,3,2,4,1,3,14,2,0.8995
1,1,2,1,1,1,1,0,0,3,4,2,1,10,1,0.1341
1,1,2,1,1,3,3,1,1,2,4,2,1,11,1,0.2482
2,3,2,2,2,3,3,1,1,3,2,3,2,14,2,0.8828
1,1,1,1,3,1,3,1,1,1,1,1,1,32,1,0.0698
1,1,1,1,1,1,1,1,1,1,1,3,1,7,1,0.0764
2,2,2,2,3,1,1,1,2,2,5,3,2,35,1,0.7243
3,2,2,3,3,3,3,1,2,2,5,1,3,26,2,0.918
2,1,2,2,1,1,1,1,2,2,4,1,2,11,1,0.2128
2,2,1,2,3,1,3,1,2,2,5,4,2,26,3,0.9786
1,1,1,1,1,3,1,1,1,1,1,4,1,7,1,0.1082
1,1,1,1,3,3,3,0,0,1,1,4,1,31,1,0.0887
2,1,2,2,3,1,3,1,2,2,4,4,2,34,3,0.8926
2,2,2,2,1,2,2,1,3,2,4,4,2,10,3,0.9388
3,2,3,3,3,3,1,1,2,2,4,1,3,29,1,0.6709
2,2,3,2,1,2,2,1,1,3,2,1,2,4,3,0.7981
1,1,1,1,3,3,1,1,1,1,3,3,1,31,1,0.2641
2,2,2,2,3,1,1,1,1,1,3,1,2,34,3,0.825
3,2,3,3,1,1,1,1,1,3,2,2,3,10,1,0.327
1,1,2,1,1,1,1,0,0,2,4,1,1,5,1,0.124
2,1,3,3,1,3,3,1,3,2,4,1,2,8,1,0.2711
3,2,2,2,3,3,3,1,2,3,2,3,3,25,3,0.9474
3,2,3,3,3,3,3,1,2,3,2,1,3,30,1,0.4683
1,2,1,1,2,2,2,0,0,3,2,4,1,13,1,0.3201
2,2,2,2,1,1,3,1,3,3,2,1,2,6,1,0.2935
1,1,3,2,1,1,1,1,3,2,5,2,2,5,2,0.6176
1,1,1,1,1,2,2,1,1,1,1,2,1,7,1,0.0666
3,2,2,2,3,3,3,1,1,2,4,2,2,25,2,0.9203
3,3,1,3,3,3,3,1,1,2,4,2,3,25,2,0.9525
3,3,1,2,3,3,3,1,1,2,4,1,2,26,3,0.9826
2,1,2,1,1,3,1,1,2,2,5,3,2,8,2,0.7747
3,3,2,3,3,3,3,1,1,3,4,3,3,28,3,0.9873
2,1,2,2,1,3,2,1,3,2,5,4,2,10,2,0.7844
1,1,2,1,1,1,1,1,2,2,4,1,2,10,2,0.3865
1,1,2,1,1,3,3,1,1,2,4,3,1,9,2,0.5801
2,1,1,1,3,1,3,1,2,3,2,2,2,35,1,0.2038
3,1,3,3,3,3,1,1,3,3,2,2,3,34,1,0.2665
2,3,2,2,2,2,2,1,1,3,4,1,3,23,3,0.9488
3,2,2,2,3,1,1,1,1,3,2,4,3,28,3,0.9383
1,1,2,1,1,1,1,0,0,2,5,2,1,8,2,0.4267
1,1,1,1,1,1,1,0,0,1,1,4,1,12,1,0.0402
1,1,2,1,1,3,3,1,2,3,2,3,2,8,2,0.3747
2,3,2,2,3,1,1,1,3,2,4,1,3,25,2,0.9209
2,2,2,2,3,3,3,1,3,3,2,1,2,26,1,0.4572
3,1,3,3,3,3,1,1,2,3,2,2,3,30,1,0.2959
3,2,2,2,3,2,1,1,3,2,4,2,3,25,3,0.9682
2,1,2,2,3,1,2,1,2,2,4,2,2,33,1,0.3695
3,1,3,3,3,1,1,1,3,3,2,2,3,34,1,0.2421
2,2,2,2,1,3,1,1,1,2,5,1,2,10,1,0.551
2,2,2,2,2,1,1,1,2,2,5,4,2,14,1,0.8157
1,1,1,1,2,2,2,0,0,3,2,1,1,17,1,0.0674
3,1,3,3,3,1,1,1,3,3,2,4,3,29,1,0.4062
2,1,3,2,1,1,1,1,2,3,2,1,3,10,1,0.1083
2,2,1,2,2,3,3,1,2,2,5,4,2,13,3,0.9784
1,1,1,1,1,3,3,1,1,1,1,4,1,12,1,0.0931
2,3,2,3,2,1,3,1,2,3,2,4,3,14,3,0.9532
2,2,2,2,1,3,3,1,3,3,2,1,3,1,3,0.8302
3,2,1,3,3,3,3,1,1,2,4,3,3,25,2,0.9124
2,2,2,2,1,3,2,1,2,2,5,3,2,9,3,0.9533
1,1,1,1,2,2,2,0,0,1,1,4,1,19,1,0.0675
3,2,2,3,3,3,3,1,3,2,4,3,3,34,2,0.8903
3,1,3,3,3,3,1,1,2,3,2,1,3,34,1,0.2103
3,2,1,3,3,3,1,1,2,2,5,2,2,28,2,0.9212
2,3,2,2,2,1,3,1,2,3,2,1,2,16,3,0.9179
1,1,3,2,1,1,2,1,2,3,2,1,2,8,1,0.0853
3,2,2,3,3,1,1,1,3,3,2,1,3,30,1,0.4069
3,2,3,3,3,3,2,1,2,3,2,1,3,32,1,0.4327
3,3,2,3,3,3,3,1,1,2,5,1,3,26,3,0.9872
3,3,3,3,3,3,3,1,2,2,4,1,3,26,3,0.9822
1,1,1,1,1,1,1,0,0,1,1,3,1,12,1,0.0315
1,1,2,1,1,1,1,1,2,2,4,2,2,5,1,0.2629
2,2,2,2,3,1,1,1,3,2,5,1,2,25,3,0.9598
1,3,1,1,2,2,2,1,2,1,3,1,2,18,1,0.5284
2,2,2,2,1,3,3,1,2,2,5,3,2,2,3,0.9681
1,1,2,1,1,1,1,0,0,2,4,1,1,10,2,0.2437
1,1,2,1,1,1,1,0,0,3,4,1,1,5,2,0.3121
1,1,2,1,1,1,1,0,0,2,4,2,1,10,1,0.1241
2,1,2,2,1,1,3,1,1,2,4,4,2,8,2,0.6706
2,2,1,2,3,3,3,1,2,2,5,2,2,31,2,0.8921
2,3,2,3,2,3,3,1,1,2,4,3,3,22,3,0.9644
1,1,1,1,3,2,2,1,1,1,3,2,1,29,1,0.2316
1,1,1,1,3,3,1,1,1,1,3,1,1,32,1,0.1703
1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,0.136
2,3,2,3,2,3,3,1,3,3,2,1,3,13,2,0.8039
1,2,2,1,2,1,2,1,2,2,4,3,2,22,1,0.5274
1,2,2,2,2,3,2,1,3,2,5,1,2,15,1,0.605
2,2,2,2,1,1,1,1,3,2,4,1,2,11,2,0.6755
1,2,2,2,1,1,3,1,1,3,2,2,2,6,2,0.4653
3,2,2,3,3,3,3,1,1,2,5,2,2,25,2,0.9388
2,1,2,1,1,3,3,1,1,2,4,2,1,10,2,0.6213
3,3,2,3,3,2,1,1,3,3,2,2,3,26,2,0.8937
3,2,2,3,3,2,1,1,1,3,2,1,3,34,3,0.8211
2,2,2,2,1,1,1,1,1,2,5,1,2,3,1,0.6058
1,1,1,1,2,2,2,0,0,3,2,4,1,24,1,0.0981
1,1,3,2,1,1,1,1,3,3,4,1,2,5,2,0.4583
3,2,2,3,3,2,2,1,1,2,5,3,3,28,1,0.8295
1,1,1,1,2,1,1,1,1,3,2,2,2,20,1,0.1173
2,2,2,2,1,3,3,1,3,2,5,2,2,9,1,0.6701
2,2,1,2,3,3,3,1,1,2,5,2,2,25,3,0.9688
3,2,3,3,3,3,3,1,1,3,2,1,3,26,1,0.5046
1,1,1,1,3,3,3,0,0,1,1,2,1,29,1,0.0608
2,1,1,2,3,3,3,1,1,2,5,1,2,25,3,0.9065
3,1,2,2,3,3,1,1,3,2,5,1,2,34,2,0.7922
3,1,3,3,3,1,1,1,2,3,2,1,3,34,1,0.1897
2,2,2,2,3,3,3,1,3,2,4,2,3,25,3,0.9565
2,1,2,2,3,3,3,1,1,2,5,1,2,34,1,0.4396
2,1,2,2,3,1,1,1,3,2,5,1,2,34,3,0.8592
1,1,1,1,3,3,3,1,1,1,1,3,1,31,1,0.1298
1,3,2,2,2,2,2,1,3,1,3,3,2,21,2,0.8174
1,1,3,2,1,1,1,1,1,2,5,2,2,3,1,0.3522
1,1,2,2,1,3,3,1,2,2,5,1,2,2,1,0.3467
2,1,3,2,3,3,3,1,2,3,2,1,3,34,1,0.1798
2,1,2,2,3,3,2,1,1,2,5,1,2,35,2,0.6769
2,2,2,2,3,3,3,1,3,2,4,1,2,34,3,0.9205
2,1,2,1,1,1,1,1,2,3,2,2,2,6,1,0.1856
1,1,1,1,3,3,1,1,1,1,1,3,1,27,1,0.1436
2,2,3,3,1,3,3,1,1,3,2,2,3,6,1,0.3139
2,1,2,2,3,3,2,1,3,3,2,2,2,30,2,0.5012
2,2,2,2,1,3,1,1,1,2,4,2,2,10,3,0.8937
3,1,3,3,1,3,3,1,1,3,2,2,3,8,1,0.2117
2,2,2,2,3,2,2,1,2,2,5,2,2,28,3,0.9653
2,2,2,2,3,3,2,1,3,2,4,3,2,25,3,0.9668
2,2,2,2,1,1,1,1,1,3,2,2,2,11,2,0.4998
3,1,2,3,3,3,3,1,1,3,2,2,3,34,1,0.2437
3,2,2,3,3,3,3,1,1,3,2,1,3,30,1,0.4314
2,1,2,2,1,3,1,1,1,2,4,4,2,8,2,0.6801
2,3,1,2,2,2,2,1,3,3,2,3,3,19,2,0.8338
2,1,1,1,3,3,3,1,2,3,2,1,1,29,2,0.4899
2,1,2,2,1,1,1,1,1,3,2,2,2,6,2,0.3416
1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,0.0728
2,2,2,2,1,3,1,1,2,2,4,2,2,12,2,0.7328
2,1,2,2,1,1,1,1,2,2,4,1,2,6,1,0.2582
1,1,1,1,1,1,1,0,0,1,1,3,1,7,1,0.0401
2,1,2,1,1,1,1,1,1,2,4,1,1,11,2,0.4939
3,2,2,3,3,2,2,1,1,2,4,2,3,34,3,0.9367
1,1,1,1,2,2,2,1,1,1,1,2,1,20,1,0.0757
1,1,1,1,3,3,3,0,0,1,3,3,1,29,1,0.1795
1,2,1,1,2,2,2,0,0,3,2,4,1,17,1,0.2777
1,2,2,1,1,1,2,1,1,2,5,1,2,10,2,0.7139
2,3,2,2,3,3,3,1,3,2,4,2,3,26,2,0.9465
2,2,2,2,2,1,1,1,1,2,5,1,2,22,3,0.918
1,1,3,2,1,1,1,1,3,2,4,1,2,8,1,0.1848
1,1,1,1,1,1,1,0,0,1,1,4,1,12,1,0.0402
2,2,2,2,2,3,3,1,1,2,5,2,2,20,3,0.9519
2,3,2,3,3,2,2,1,2,2,4,3,3,34,3,0.9689
3,3,2,3,3,1,1,1,3,3,2,3,3,26,2,0.9104
2,2,2,2,3,3,2,1,3,2,4,4,2,26,2,0.924
2,1,3,2,1,3,3,1,1,2,4,1,2,10,1,0.2674
3,2,3,3,3,3,1,1,3,3,2,1,3,29,1,0.4738
1,1,1,1,3,2,2,1,1,1,3,2,1,27,1,0.2501
2,1,2,2,1,1,1,1,2,2,5,1,2,1,2,0.6803
2,3,2,2,2,2,1,1,1,2,4,3,2,20,2,0.9198
3,2,2,3,3,3,1,1,1,2,5,1,3,25,3,0.9677
1,2,1,1,2,2,2,1,2,1,1,3,1,24,1,0.1847
2,1,2,2,1,1,3,1,3,3,2,2,2,9,2,0.3524
3,3,2,3,3,2,2,1,3,3,2,3,3,32,2,0.8931
1,1,1,1,2,2,2,1,1,1,3,2,1,19,1,0.1842
2,1,2,2,3,3,3,1,2,2,4,1,2,34,1,0.339
2,1,2,2,1,3,1,1,3,2,5,3,2,2,3,0.9224
2,2,2,2,1,1,3,1,2,2,4,1,2,9,1,0.447
2,2,2,3,3,3,3,1,2,2,4,2,3,34,3,0.9155
2,1,2,1,3,3,2,1,1,2,5,4,2,26,3,0.9619
1,2,2,2,1,3,2,1,1,2,5,3,2,2,1,0.6645
1,3,1,2,2,2,2,0,0,1,3,3,1,15,2,0.7277
1,1,1,1,3,3,1,1,1,1,1,2,1,29,1,0.1052
1,1,1,1,1,1,1,0,0,1,1,2,1,5,1,0.0346
2,1,2,2,1,3,3,1,3,2,4,1,2,9,2,0.535
2,3,2,2,2,1,1,1,3,1,3,1,2,13,3,0.9448
3,2,2,3,3,3,3,1,2,2,4,1,3,26,3,0.953
2,2,1,1,3,1,1,1,1,3,2,1,2,30,1,0.3548
2,2,2,2,3,3,3,1,1,2,5,3,2,28,1,0.8142
2,2,2,2,2,1,1,1,1,2,5,4,2,14,3,0.9729
3,1,2,3,3,3,3,1,1,3,2,2,3,29,1,0.2932
2,2,2,2,3,1,1,1,1,3,2,4,2,33,1,0.4771
2,2,2,2,1,3,2,1,2,3,2,1,2,2,1,0.3437
2,1,2,2,1,3,3,1,2,2,5,3,2,8,1,0.512
2,1,3,2,1,1,3,1,1,2,4,3,2,10,2,0.6101
2,3,1,2,2,3,3,1,2,3,2,2,2,14,3,0.943
2,1,1,1,3,1,1,1,1,3,2,2,1,30,1,0.2343
1,1,2,2,1,1,1,1,1,2,5,4,1,9,1,0.3946
2,1,2,2,3,1,1,1,1,2,5,2,2,32,2,0.7259
2,1,2,2,3,1,1,1,2,2,4,1,2,35,1,0.2824
