has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,industry_close_rate,historical_avg_sentiment,intent,total_interactions,is_multi_channel,recency_bucket,engagement_depth,quotation_sent,is_enterprise_deal,pipeline_stage,days_in_pipeline,pipeline_velocity,total_price_with_tax,consumer_score_tier,interaction_score_tier,product_quotation_score_tier,sale_score
1,3,2,1,2,2,2,2,0,4,2,0,0,11,2,2,2,3,2,1,0.58
1,1,3,1,2,2,1,2,1,2,2,1,0,2,2,2,1,1,2,3,0.6183
1,3,3,1,2,2,2,2,1,4,2,1,1,9,2,2,3,3,3,2,0.855
1,2,1,0,3,1,2,2,1,1,2,0,0,11,2,2,1,3,3,1,0.545
1,2,1,0,2,3,2,2,1,3,2,1,1,4,2,2,3,2,2,2,0.5667
0,1,2,1,2,2,1,2,1,1,2,1,0,1,1,3,1,1,3,3,0.56
1,3,2,0,2,2,2,1,0,2,1,1,0,6,2,1,1,3,1,1,0.4833
0,2,1,0,2,2,1,3,1,2,3,1,1,4,2,2,3,1,2,3,0.4083
0,1,1,0,1,1,1,3,1,3,3,0,0,12,2,2,2,1,3,1,0.2217
0,2,1,0,2,2,2,2,1,2,2,1,0,3,2,2,2,2,3,2,0.5083
0,1,1,0,2,1,1,2,1,3,1,0,0,8,3,1,2,1,3,1,0.2117
1,1,1,0,2,2,1,2,1,1,2,1,0,4,2,2,2,1,3,2,0.485
0,1,1,0,1,1,1,2,1,1,2,1,1,4,3,2,2,1,2,3,0.34
1,3,1,0,3,2,2,2,1,4,2,1,1,4,3,1,1,3,3,3,0.82
0,3,2,1,3,2,2,1,1,4,1,1,0,4,3,1,1,3,1,3,0.645
0,1,1,0,2,1,1,2,1,2,2,0,0,12,1,2,1,1,2,1,0.1483
0,1,2,0,2,1,1,1,0,4,1,1,0,10,3,1,1,1,1,2,0.255
0,1,3,1,2,1,1,2,1,2,2,1,1,4,2,2,3,1,2,2,0.4233
1,3,1,0,3,3,2,2,1,3,2,1,0,1,1,3,2,3,2,3,0.7817
1,3,2,1,2,2,2,2,1,1,2,0,0,3,3,1,1,3,1,1,0.46
1,3,1,0,3,2,2,1,0,2,1,1,1,1,3,1,2,3,1,2,0.5483
1,2,1,0,2,1,1,2,1,3,2,1,0,7,1,2,1,2,3,2,0.5917
0,2,1,0,2,2,1,2,1,1,2,0,0,11,2,2,2,1,3,1,0.23
0,1,2,1,1,2,1,3,1,3,3,0,0,12,1,3,3,1,3,1,0.3417
1,2,1,0,2,2,1,1,0,3,1,1,1,10,2,2,1,2,1,3,0.5167
0,1,2,1,2,1,1,3,1,3,3,1,0,1,1,3,3,1,2,3,0.5017
0,1,1,0,2,2,1,2,1,1,2,0,0,9,2,2,1,1,2,1,0.155
0,3,2,1,3,2,2,3,1,3,3,1,1,9,3,1,2,3,3,2,0.7267
0,2,2,1,2,2,2,1,1,2,1,1,0,2,2,3,2,2,1,3,0.5233
0,3,2,1,3,2,2,2,1,2,3,1,0,12,1,3,3,3,3,2,0.7433
0,3,2,1,2,2,2,1,1,2,1,1,0,1,1,3,1,3,1,3,0.6233
0,2,2,0,2,1,1,1,1,2,1,1,0,1,1,3,2,2,1,3,0.4433
1,3,3,1,3,1,2,1,1,2,1,0,0,11,2,2,2,3,2,1,0.5933
1,3,1,0,3,2,2,1,1,1,1,1,1,9,2,2,2,3,1,3,0.635
0,2,3,1,2,1,1,1,0,3,1,1,0,10,2,2,2,2,1,2,0.4417
1,1,3,1,2,1,1,2,1,1,2,0,1,4,3,2,3,2,2,1,0.455
0,2,3,1,1,3,1,2,1,1,2,0,0,7,1,2,1,2,2,1,0.37
1,1,1,0,1,1,1,3,1,2,3,1,0,10,1,3,2,1,2,2,0.4033
0,2,1,0,2,2,1,2,1,1,2,1,0,10,2,2,2,2,3,3,0.56
1,2,1,0,2,1,2,2,1,3,2,1,1,10,2,2,3,2,3,2,0.6017
0,2,2,0,1,3,1,1,1,1,2,1,0,4,2,2,1,1,1,3,0.34
0,1,1,0,1,2,1,1,1,3,2,0,0,6,2,2,2,1,1,1,0.0817
0,2,2,0,1,3,1,1,0,2,1,0,1,8,2,1,3,2,1,1,0.1883
0,2,2,0,1,2,1,1,1,2,1,1,1,12,2,2,3,1,2,1,0.2483
0,2,1,0,2,2,1,2,1,4,2,1,0,1,1,3,2,2,3,3,0.615
1,2,3,1,1,2,1,3,1,3,3,0,1,9,2,2,3,2,3,1,0.5617
0,1,1,0,1,2,1,2,1,1,2,1,0,10,3,1,2,1,2,1,0.195
0,2,1,0,2,2,2,2,1,3,2,0,0,8,3,1,1,2,3,1,0.3517
1,3,2,1,3,2,2,2,1,2,2,0,0,7,1,2,2,3,3,1,0.6633
1,2,2,1,2,3,1,1,1,3,1,0,0,10,2,2,2,3,2,1,0.5767
0,2,1,0,2,1,2,1,1,4,1,1,0,10,2,2,1,2,1,2,0.355
1,3,3,1,3,1,2,3,1,2,3,0,0,4,2,2,1,3,3,2,0.7633
1,2,2,1,2,2,1,2,1,1,2,1,0,1,1,3,2,2,2,3,0.685
0,1,3,1,1,1,1,3,1,3,3,1,0,10,2,2,1,1,3,2,0.4967
1,3,2,0,2,2,2,3,1,2,3,1,1,5,2,1,3,3,1,2,0.5883
0,2,1,0,2,1,1,2,1,2,2,1,0,10,2,2,2,2,2,3,0.4783
1,1,1,0,2,1,1,2,1,3,2,1,0,9,2,2,3,1,2,1,0.3417
0,2,2,0,2,3,1,2,1,1,2,1,0,9,2,2,2,2,2,3,0.54
1,3,1,0,3,2,2,1,0,2,1,1,0,4,3,1,1,3,1,2,0.5483
0,1,2,0,1,2,1,2,1,1,2,1,0,1,1,3,2,1,2,3,0.41
0,2,1,0,3,2,2,3,1,1,3,1,1,4,2,2,3,2,3,2,0.53
0,3,3,1,2,2,2,1,1,1,1,1,0,5,3,1,2,3,1,2,0.54
0,2,2,0,2,3,1,2,1,1,2,1,0,1,1,3,2,2,3,3,0.63
1,2,2,0,2,1,2,1,1,1,1,1,0,5,2,1,1,2,1,1,0.36
1,2,2,0,2,2,1,2,1,3,2,1,0,4,2,2,1,2,2,2,0.5717
0,2,1,0,2,3,1,2,1,3,2,1,1,10,2,2,3,2,3,1,0.4567
0,1,1,0,1,2,1,2,1,1,2,1,1,2,1,3,2,1,2,3,0.375
0,2,3,1,1,3,1,3,1,1,3,1,0,4,3,1,2,2,3,3,0.67
1,2,1,0,2,3,2,2,1,3,2,1,1,4,2,2,3,2,2,2,0.5667
1,3,1,0,2,3,2,2,1,3,2,1,0,1,3,1,3,3,2,1,0.5767
1,1,1,0,1,2,1,1,1,1,1,1,0,1,1,3,2,1,1,3,0.39
1,2,3,1,2,2,1,2,1,2,2,1,1,1,1,3,2,3,3,3,0.9083
0,1,2,0,2,2,1,2,1,4,2,0,1,8,3,1,3,1,3,1,0.29
1,2,1,0,3,2,2,2,1,1,2,1,0,10,3,1,2,3,1,1,0.48
1,1,1,0,2,1,1,2,0,2,2,1,1,2,2,3,1,1,1,3,0.4083
0,1,2,0,1,2,1,1,0,2,1,1,0,2,2,2,2,1,1,3,0.3133
1,1,1,0,2,1,1,3,1,1,3,1,0,10,2,2,1,1,2,2,0.4
0,1,2,1,1,3,1,2,1,3,2,1,1,10,2,2,3,1,3,2,0.4917
1,2,1,0,2,2,2,1,0,3,1,0,1,12,1,2,3,2,1,1,0.2967
1,1,2,1,1,2,1,2,1,3,2,1,1,4,2,2,2,1,3,2,0.5717
1,3,2,0,3,2,2,2,1,4,2,1,0,5,3,1,1,3,2,2,0.705
0,2,1,0,1,2,1,2,1,1,2,1,0,1,1,3,2,1,3,3,0.45
1,1,3,1,1,1,1,2,1,3,2,1,0,1,1,3,1,1,2,3,0.6017
0,3,3,1,2,2,2,2,1,3,2,1,1,10,3,1,1,3,2,1,0.5767
1,2,3,1,2,3,2,1,0,2,1,1,1,5,3,1,3,2,1,1,0.4883
0,1,3,1,1,2,1,1,1,3,1,1,0,10,2,2,1,1,1,3,0.4217
0,2,3,1,3,1,1,2,1,3,2,0,0,4,3,1,2,2,2,1,0.3917
0,1,1,0,1,2,1,3,1,1,3,0,0,12,1,3,2,1,3,1,0.23
1,1,1,0,2,2,1,1,0,4,1,1,0,9,2,2,2,1,1,2,0.355
1,3,2,1,3,3,2,3,1,2,3,0,0,6,2,2,1,3,3,1,0.6933
1,3,1,0,2,2,2,3,1,3,3,0,0,8,3,1,2,3,3,1,0.5617
1,3,3,1,3,3,2,1,1,1,1,1,1,1,1,3,1,3,1,3,0.79
1,3,1,0,3,3,2,3,1,2,3,1,0,6,2,2,2,3,1,2,0.6133
0,1,1,0,1,2,1,1,1,3,1,1,1,1,3,1,1,1,1,2,0.2117
1,3,3,1,3,2,2,2,1,2,2,1,1,4,2,2,3,3,3,2,0.8533
0,1,3,1,2,1,1,2,1,1,2,0,0,12,2,2,1,1,2,1,0.255
0,1,1,0,1,2,1,3,1,1,3,1,0,4,3,1,2,1,1,2,0.205
0,1,2,0,1,2,1,1,1,4,1,1,1,3,2,2,3,1,1,2,0.275
1,2,1,0,2,2,1,1,1,4,2,1,0,4,2,2,2,2,2,2,0.55
0,1,1,0,1,1,1,1,1,2,1,1,1,9,2,2,3,1,2,2,0.2683
0,1,3,1,1,1,1,2,1,1,2,1,0,10,2,2,1,1,1,2,0.31
0,1,2,1,2,3,1,1,1,3,1,1,1,2,2,2,2,1,2,2,0.4317
1,3,2,0,2,2,2,2,1,3,2,0,0,8,3,1,2,3,3,1,0.5867
0,1,3,1,2,1,1,3,1,3,3,1,1,4,2,2,3,1,3,2,0.5217
1,3,1,0,3,2,2,2,1,3,2,0,0,5,3,1,2,3,3,1,0.5767
0,1,3,1,2,1,1,1,1,3,2,0,1,10,2,2,2,1,1,1,0.2067
0,2,1,0,1,2,1,2,1,3,2,1,0,8,3,1,2,1,2,1,0.2217
1,2,3,1,2,2,2,1,1,1,1,1,1,4,2,2,2,3,1,3,0.73
0,2,2,1,2,2,1,2,1,3,2,0,0,8,3,1,2,2,3,1,0.4267
1,2,3,1,2,3,2,2,1,1,2,1,0,4,2,2,2,3,3,2,0.835
1,1,1,0,1,3,1,2,1,4,2,1,0,4,2,2,2,1,3,3,0.595
0,1,1,0,1,1,1,2,1,1,2,0,0,11,2,2,2,1,2,1,0.11
0,1,3,1,2,1,1,3,1,1,3,1,0,2,2,2,2,1,3,3,0.57
1,1,1,0,1,1,1,1,1,3,2,0,1,6,2,2,3,1,1,1,0.1617
0,2,2,1,2,2,1,2,1,2,2,1,0,9,2,2,2,2,1,2,0.4333
1,2,1,0,1,2,1,1,1,2,1,1,0,12,2,2,2,2,2,2,0.4883
1,2,3,1,2,2,2,2,1,3,2,1,0,3,2,2,2,3,3,2,0.8417
1,3,1,0,2,3,2,1,0,4,1,0,0,5,3,1,2,3,1,1,0.415
0,2,1,0,1,2,1,3,1,4,3,1,0,3,2,2,3,1,2,2,0.335
1,3,1,0,2,2,2,3,1,3,3,0,0,4,3,1,2,3,1,1,0.4117
1,2,3,1,2,1,2,2,1,4,2,0,0,6,2,1,3,2,2,1,0.49
0,3,2,1,2,2,2,1,1,3,1,1,0,2,1,3,1,3,1,3,0.6367
0,2,1,0,1,3,1,2,1,4,2,1,0,2,2,3,2,1,2,3,0.435
0,1,2,1,2,2,1,2,1,4,2,0,0,7,1,3,2,1,2,1,0.295
0,1,1,0,2,2,1,3,1,1,3,1,0,4,2,2,2,1,3,2,0.395
1,2,2,0,3,1,2,3,1,1,3,1,1,10,2,2,3,2,3,1,0.57
1,3,1,0,3,2,2,1,1,1,2,1,1,9,3,2,3,3,1,3,0.645
1,2,2,0,2,3,1,2,1,3,2,1,0,1,1,3,1,2,2,3,0.6817
1,2,1,0,2,1,1,1,1,2,1,1,0,10,2,2,2,2,2,2,0.4933
0,1,1,0,1,2,1,1,1,4,1,1,0,10,2,2,1,1,1,2,0.24
0,1,2,0,1,2,1,2,1,4,2,1,0,10,2,2,1,1,2,2,0.36
0,1,1,0,1,2,1,2,1,3,2,1,1,4,2,2,3,1,2,3,0.3867
0,1,1,0,1,2,1,2,1,1,2,0,0,8,3,1,2,1,3,1,0.19
1,2,2,0,1,2,1,1,0,3,1,1,1,4,2,2,3,2,1,3,0.5267
0,1,2,0,1,2,1,2,1,1,2,1,0,9,2,2,2,1,3,2,0.395
1,3,1,0,3,2,2,1,1,4,2,1,1,9,2,2,3,3,3,2,0.76
1,3,2,0,3,2,2,2,1,3,2,1,0,1,1,3,2,3,3,3,0.8717
1,1,3,1,1,1,1,2,1,3,3,0,0,11,2,2,2,1,3,1,0.4417
0,2,1,0,2,2,1,3,1,2,3,1,0,2,1,3,1,1,3,3,0.4983
1,3,1,0,3,2,2,2,1,1,2,0,0,9,2,2,2,3,3,1,0.565
0,2,1,0,2,2,1,1,0,3,1,0,0,10,2,2,2,2,1,1,0.1867
1,2,3,1,2,2,1,2,1,2,2,1,1,2,2,3,3,3,2,3,0.8333
1,3,1,0,2,3,2,3,1,1,3,1,1,4,2,2,1,3,3,3,0.8
0,2,1,0,2,1,1,1,0,2,1,1,0,2,2,3,1,2,1,3,0.3983
0,1,1,0,1,2,1,1,1,2,1,0,0,5,3,1,2,1,1,1,0.0433
0,3,3,1,2,2,2,2,1,3,2,1,0,4,2,2,1,3,3,2,0.7417
1,2,1,0,2,2,2,1,1,1,1,1,0,5,2,1,2,2,1,1,0.345
1,2,3,1,2,2,1,1,1,3,1,1,0,11,2,1,2,3,1,1,0.5817
0,1,1,0,1,1,1,2,1,3,2,1,0,8,3,1,2,1,2,1,0.2017
0,2,2,1,1,2,1,3,1,1,3,1,0,11,3,1,2,1,3,1,0.365
0,1,2,0,1,1,1,2,1,1,2,1,1,2,1,3,3,1,1,3,0.315
0,2,3,1,1,3,1,2,1,4,2,1,0,10,1,3,2,2,3,2,0.655
0,2,2,0,2,2,1,1,1,4,1,1,1,9,2,2,3,2,1,2,0.4
0,1,3,1,1,2,1,1,0,4,1,1,1,2,2,3,2,1,1,3,0.44
0,2,3,1,2,3,1,2,1,4,2,1,1,10,3,2,3,2,3,2,0.665
1,3,1,0,3,2,2,2,1,4,2,1,0,10,2,2,1,3,3,2,0.76
1,2,3,1,1,2,1,3,1,1,3,1,0,1,3,1,2,2,2,2,0.6
0,1,1,0,1,2,1,2,1,1,2,0,0,6,2,2,2,1,2,1,0.13
0,1,1,0,1,3,1,1,1,3,1,1,1,3,1,3,3,1,1,3,0.3367
0,1,2,0,2,3,1,2,1,1,2,1,0,4,2,2,2,1,2,2,0.365
1,3,2,0,2,2,2,3,1,2,3,1,0,4,2,2,3,3,1,2,0.6033
0,1,2,0,1,3,1,1,0,1,1,1,1,10,3,1,3,1,1,1,0.155
0,2,2,0,2,3,1,3,1,1,2,1,0,5,2,1,1,2,1,2,0.375
0,2,1,0,2,3,1,2,1,3,3,0,0,6,2,2,1,2,3,2,0.4617
1,2,1,0,2,3,1,3,1,1,3,0,0,6,2,1,3,2,2,1,0.37
0,2,2,0,2,2,1,1,0,4,1,1,0,1,1,3,2,2,1,3,0.48
0,2,1,0,2,2,1,2,1,1,2,1,0,10,2,2,2,2,1,2,0.335
0,3,1,0,2,3,2,2,1,2,2,1,0,10,3,1,1,3,2,2,0.5383
0,2,2,0,1,3,1,1,1,2,1,1,0,5,3,1,1,1,1,2,0.2533
0,3,3,1,3,1,2,2,1,2,2,1,1,5,3,1,3,3,3,1,0.6433
1,3,1,0,2,1,2,3,1,2,3,1,0,2,3,1,1,3,3,2,0.6833
0,2,3,1,1,3,1,2,1,1,2,1,1,4,3,1,3,2,3,1,0.51
0,1,2,0,1,3,1,1,1,3,2,1,1,1,1,3,3,1,2,3,0.4567
0,3,1,0,2,1,2,3,1,3,3,1,0,10,2,2,1,2,3,2,0.5117
0,1,1,0,2,1,1,2,1,4,2,1,1,1,1,3,1,1,2,3,0.42
0,1,1,0,1,3,1,1,1,1,2,1,0,2,1,3,2,1,2,3,0.395
1,2,2,0,2,2,1,1,1,3,1,0,0,7,1,3,2,2,2,1,0.4217
1,3,1,0,2,3,2,1,1,2,2,0,1,12,3,1,3,3,1,1,0.4083
0,1,2,0,2,2,1,3,1,2,3,1,1,10,2,2,1,1,1,2,0.2933
0,3,1,0,3,1,2,2,1,1,3,0,0,10,2,2,3,3,3,1,0.455
0,1,2,1,1,3,1,2,1,4,3,1,1,6,2,1,3,1,3,2,0.5
0,2,3,1,2,2,1,1,0,2,1,0,1,8,3,1,1,2,2,1,0.3533
1,3,1,0,3,3,2,1,0,4,1,1,0,10,2,2,2,3,1,3,0.685
1,1,1,0,1,1,1,1,1,3,2,0,0,11,2,2,2,1,2,1,0.2367
1,2,3,1,2,1,2,2,1,1,3,0,1,9,2,2,2,2,3,1,0.55
0,1,2,1,1,2,1,2,1,1,2,1,0,10,2,2,2,1,2,2,0.37
0,2,1,0,3,1,2,3,1,2,3,1,0,4,2,2,1,2,1,2,0.3733
0,2,1,0,1,2,1,2,1,2,3,1,0,10,3,1,1,1,3,2,0.3683
1,3,1,0,3,2,2,2,1,2,2,0,1,7,1,2,2,3,2,1,0.5033
1,2,2,1,1,3,1,3,1,2,3,1,1,4,2,2,2,2,1,3,0.6133
1,2,3,1,2,2,1,2,1,1,2,1,0,1,1,3,3,2,2,3,0.72
0,2,1,0,1,2,1,2,1,4,2,0,1,4,3,1,3,1,2,1,0.155
0,2,3,1,2,2,1,1,0,1,1,1,0,4,2,2,3,2,1,2,0.435
0,3,2,1,3,2,2,3,1,4,3,1,0,3,2,2,2,3,2,2,0.68
1,2,1,0,2,3,2,2,1,1,3,1,1,6,2,2,2,2,1,2,0.475
0,2,1,0,1,3,1,2,1,4,2,1,0,1,1,3,2,1,3,3,0.51
0,2,3,1,2,2,1,1,1,4,1,0,0,6,2,1,2,2,1,1,0.315
1,2,1,0,2,2,1,3,1,4,3,1,0,11,1,2,1,2,3,1,0.56
0,2,2,1,2,2,1,2,1,1,3,1,1,9,2,2,3,2,2,1,0.43
1,2,1,0,2,3,2,3,1,3,3,1,1,9,2,2,2,2,3,2,0.6517
0,2,1,0,2,3,1,2,1,3,2,1,1,10,2,2,2,2,3,3,0.6067
0,2,3,1,1,2,1,1,0,4,1,1,0,4,2,2,2,2,1,2,0.45
1,2,2,0,2,1,2,3,1,3,3,1,1,10,1,3,2,2,3,2,0.6617
1,2,1,0,2,2,1,3,1,1,3,1,1,2,2,3,3,2,1,3,0.535
1,2,2,1,3,2,2,3,1,2,2,1,1,12,1,2,2,3,3,1,0.7433
1,3,2,0,3,1,2,2,1,1,2,1,1,2,2,3,3,3,3,3,0.825
0,1,2,0,1,2,1,2,1,1,2,0,0,12,2,2,2,1,1,1,0.09
1,3,2,1,2,3,2,3,1,1,3,1,0,9,3,1,1,3,2,1,0.645
0,2,2,0,2,2,1,3,1,1,3,1,1,2,2,2,3,2,2,2,0.455
1,2,3,1,2,2,2,3,1,1,3,0,0,6,2,2,3,3,3,1,0.67
0,1,1,0,2,2,1,3,1,1,3,1,1,1,1,3,1,1,3,3,0.485
1,1,1,0,1,1,1,1,0,3,1,0,0,6,2,2,2,1,1,1,0.1417
0,2,2,0,1,3,1,1,1,2,2,0,0,9,2,2,2,1,1,1,0.1233
1,2,2,1,2,3,1,2,1,1,2,1,0,11,2,2,2,3,3,2,0.79
0,2,2,0,1,3,1,1,1,1,2,1,0,1,1,3,1,1,2,3,0.43
0,3,1,0,3,2,2,2,1,3,2,1,1,1,1,3,3,3,3,2,0.6617
0,1,1,0,1,1,1,1,0,1,1,1,0,5,3,1,2,1,1,3,0.23
0,2,2,1,1,2,1,1,0,1,1,1,1,8,3,1,3,1,1,1,0.185
0,2,3,1,2,2,1,1,0,2,1,1,1,1,1,3,3,2,1,3,0.5383
1,2,2,0,2,2,1,2,1,4,2,0,0,9,2,2,2,2,2,1,0.43
1,2,2,0,3,1,2,2,1,2,2,1,1,7,3,1,2,3,3,2,0.7333
0,2,2,0,2,3,1,3,1,3,3,0,1,3,2,2,2,2,3,1,0.4217
0,1,3,1,2,2,1,1,1,2,1,1,0,8,3,1,1,1,1,2,0.3433
0,1,1,0,1,1,1,1,1,1,1,1,1,12,3,1,2,1,1,1,0.09
0,2,1,0,2,3,1,1,1,4,1,1,0,9,3,1,2,2,1,1,0.295
0,2,1,0,2,1,2,3,1,1,3,1,1,10,2,2,1,2,2,2,0.41
0,1,2,1,1,1,1,1,1,3,2,1,1,10,2,2,3,1,2,2,0.3767
1,2,1,0,3,1,2,2,1,1,2,1,0,1,1,3,2,2,2,3,0.615
0,2,1,0,2,2,1,2,1,1,2,1,0,8,3,1,1,2,2,2,0.395
0,1,1,0,1,1,1,2,1,2,2,1,0,10,2,2,3,1,2,2,0.2783
1,3,1,0,2,3,2,3,1,2,2,1,1,4,2,2,2,3,3,2,0.7283
0,3,2,0,2,2,2,1,1,2,1,1,1,1,1,3,2,3,2,3,0.6483
0,2,2,0,2,2,1,3,1,2,3,1,1,1,1,3,3,2,3,2,0.5583
0,2,3,1,1,3,1,3,1,1,3,1,1,10,2,2,3,2,2,1,0.46
0,2,3,1,2,3,1,2,1,1,2,1,1,9,2,2,2,2,2,2,0.55
1,3,3,1,3,2,2,1,0,4,1,1,0,1,1,3,2,3,1,3,0.8
1,1,1,0,2,1,1,2,1,1,2,1,1,10,2,2,2,1,2,2,0.39
1,3,1,0,3,3,2,3,1,3,3,1,0,10,2,2,1,3,2,3,0.7767
1,1,1,0,1,2,1,1,1,2,2,1,1,9,2,2,2,1,1,2,0.3233
0,1,1,0,1,1,1,2,1,2,2,0,0,11,2,2,1,1,2,1,0.1233
1,2,2,0,1,2,1,2,1,2,2,1,0,1,1,3,1,2,3,3,0.6983
1,3,1,0,3,2,2,3,1,1,3,1,0,12,1,2,2,3,2,1,0.58
1,3,3,1,2,2,2,1,0,2,1,0,0,7,1,3,2,3,1,2,0.5933
1,3,1,0,3,2,2,2,1,1,2,1,1,1,1,3,2,3,3,3,0.81
1,2,3,1,2,2,2,2,1,1,2,1,0,1,1,3,2,3,2,3,0.83
1,3,2,1,2,3,2,3,1,1,3,0,1,5,2,1,3,3,1,1,0.49
1,3,2,1,3,2,2,2,1,2,3,0,0,12,1,2,1,3,3,1,0.6733
0,1,2,1,2,1,1,2,1,1,2,0,0,6,2,2,2,1,2,2,0.295
0,2,1,0,2,2,1,2,1,1,2,0,0,12,1,2,1,1,3,1,0.23
0,2,2,1,2,3,1,1,1,3,1,1,0,1,1,3,2,2,1,3,0.5467
1,2,1,0,2,1,1,2,1,3,2,1,0,10,2,2,2,2,2,3,0.5917
0,3,2,0,2,2,2,2,1,2,2,1,0,5,3,1,1,3,2,2,0.5533
1,3,1,0,3,2,2,2,1,1,2,1,0,2,2,2,1,3,1,3,0.645
1,1,1,0,2,1,1,2,1,1,3,1,1,7,1,2,3,1,1,1,0.25
1,1,1,0,1,1,1,2,1,1,2,0,0,11,2,2,2,1,2,1,0.21
0,1,3,1,1,1,1,2,1,1,2,1,1,1,1,3,2,1,3,3,0.55
0,1,2,0,1,2,1,1,1,2,2,0,0,5,3,1,2,1,1,1,0.0883
0,2,3,1,1,3,1,1,1,3,1,1,1,9,2,2,3,2,1,2,0.4667
1,2,3,1,3,3,1,3,1,2,3,1,1,5,3,1,3,3,1,1,0.6333
1,2,2,1,3,2,2,2,1,2,2,0,0,8,3,1,1,3,2,1,0.5733
0,2,2,1,2,1,1,2,1,2,2,0,0,7,1,3,1,2,3,2,0.4983
1,2,1,0,2,3,1,3,1,2,3,1,0,12,1,2,3,2,1,1,0.4033
0,2,1,0,1,2,1,2,1,2,2,0,1,10,3,1,2,1,3,1,0.2033
0,1,1,0,2,1,1,2,1,3,2,1,1,7,1,3,3,1,3,2,0.4067
1,1,2,0,1,2,1,2,1,2,2,1,0,9,2,2,2,1,2,2,0.4333
1,2,1,0,2,2,2,3,1,2,3,1,0,10,3,2,2,3,1,3,0.6433
0,2,2,1,1,2,1,3,1,1,3,1,0,10,2,2,1,1,2,2,0.38
1,2,3,1,2,1,1,2,1,4,2,1,0,2,1,3,2,2,2,3,0.74
0,1,1,0,1,2,1,2,1,3,3,1,1,9,2,2,3,1,2,2,0.3217
1,2,3,1,3,1,2,1,1,1,1,1,0,10,2,2,1,3,2,3,0.81
1,2,1,0,2,2,1,2,1,2,2,1,1,12,2,2,2,2,1,2,0.4483
0,3,1,0,3,2,2,1,1,2,1,0,1,11,2,2,2,3,1,1,0.3183
1,3,1,0,2,3,2,2,1,2,2,1,0,7,1,2,2,3,2,2,0.6533
1,2,2,0,2,2,2,2,1,1,2,0,0,11,2,2,3,2,1,1,0.325
1,3,3,1,3,3,2,1,0,3,1,1,1,1,1,3,2,3,1,3,0.8067
0,2,3,1,1,2,1,1,1,1,1,0,0,4,2,2,1,2,2,1,0.34
0,2,2,1,2,3,1,3,1,2,3,1,0,11,2,2,1,2,3,2,0.6133
1,2,2,0,3,2,2,1,1,2,1,1,0,11,2,2,3,2,1,1,0.4333
1,2,2,0,2,3,1,1,0,3,1,1,0,10,2,2,1,2,1,3,0.5717
0,2,1,0,1,2,1,1,0,4,1,1,0,2,2,3,2,1,1,3,0.32
1,2,2,0,1,2,1,1,1,1,2,0,0,6,2,1,1,2,2,1,0.35
0,2,2,0,2,3,1,2,1,2,3,1,0,1,1,3,2,2,3,3,0.6533
1,2,1,0,1,1,1,2,1,1,2,1,0,9,2,2,2,2,3,2,0.54
1,2,2,0,3,1,2,2,1,1,2,0,0,8,2,1,2,2,1,1,0.315
1,2,1,0,2,3,1,1,0,4,1,0,0,7,1,2,2,3,1,1,0.42
0,2,1,0,2,3,1,2,1,2,2,1,0,10,2,2,2,2,3,2,0.5183
0,1,1,0,1,2,1,3,1,3,3,1,0,2,2,2,2,1,3,3,0.4717
0,1,1,0,2,1,1,3,1,3,3,1,1,9,2,2,3,1,3,2,0.4017
0,1,2,0,1,1,1,2,1,4,2,1,0,10,3,1,3,1,3,1,0.325
0,2,1,0,2,2,2,2,1,1,2,1,1,9,2,2,3,2,1,1,0.27
0,2,1,0,1,2,1,3,1,1,3,0,0,7,1,3,3,1,2,1,0.155
0,2,1,0,1,3,1,1,1,2,1,1,0,11,1,3,2,1,1,2,0.2483
0,2,1,0,1,3,1,2,1,1,2,1,1,1,1,3,1,2,2,3,0.495
0,3,2,1,2,3,2,2,1,3,2,1,1,9,3,1,3,3,3,1,0.6367
0,1,1,0,1,2,1,3,1,1,3,1,0,2,1,3,2,1,3,3,0.46
1,2,1,0,2,1,1,1,1,3,1,1,0,1,1,3,1,2,1,3,0.5217
0,3,1,0,3,3,2,2,1,2,2,0,1,4,2,2,2,3,2,2,0.4983
0,2,2,0,2,3,1,3,1,3,3,1,1,3,2,2,3,2,3,2,0.5767
0,1,1,0,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,3,0.2883
0,2,3,1,1,2,1,2,1,1,2,1,0,9,2,2,2,1,1,3,0.405
0,1,2,0,2,1,1,2,1,3,2,1,0,4,3,1,1,1,3,2,0.4117
1,2,2,1,2,2,1,2,1,1,2,1,1,10,3,1,1,3,2,2,0.68
0,2,1,0,2,3,1,3,1,2,3,0,1,6,2,2,1,2,3,2,0.4483
0,1,1,0,1,3,1,1,1,4,2,1,0,10,2,2,2,1,3,3,0.495
1,2,2,0,3,2,2,2,1,3,2,1,0,11,2,1,2,3,2,2,0.6917
1,3,1,0,3,2,2,2,0,3,1,1,0,4,2,2,2,3,2,2,0.6517
0,1,1,0,1,1,1,1,1,2,1,1,0,11,2,2,2,1,1,3,0.2683
0,2,2,0,2,2,2,1,0,2,1,1,1,4,3,2,3,2,1,2,0.3733
1,2,3,1,2,3,2,2,1,1,2,1,1,4,3,2,2,3,2,3,0.835
0,2,1,0,2,2,2,2,1,1,2,1,1,2,2,3,3,2,3,3,0.585
