whatsapp_count,phone_count,email_count,total_interactions,dominant_channel,first_channel,last_channel,is_multi_channel,channel_switch_count,conversation_time_hours,conv_time_bucket,recency_bucket,engagement_depth,channel_x_stage,historical_deals_won,sale_closed
3,2,3,3,3,1,1,1,1,3,2,4,3,34,1,1
2,2,2,2,3,1,1,1,1,2,4,1,2,26,3,1
2,2,1,2,3,3,3,1,1,2,4,2,2,32,2,0
1,1,2,1,1,1,1,1,1,2,4,2,1,9,2,0
2,2,2,2,1,3,3,1,3,2,5,2,2,10,1,0
2,3,2,3,1,2,2,1,1,2,5,3,2,1,2,1
3,1,3,3,3,1,3,1,2,3,2,2,3,34,1,0
1,1,2,1,1,1,2,1,2,2,4,2,2,5,1,0
2,1,2,2,1,3,3,1,1,2,4,1,2,8,2,0
2,1,1,1,3,1,3,1,2,1,3,1,2,34,3,1
3,3,3,3,3,1,2,1,2,2,4,2,3,34,2,1
1,1,1,1,2,2,2,0,0,1,3,4,1,17,1,0
1,1,2,1,1,3,3,1,1,3,2,2,1,11,1,0
3,1,1,2,3,3,3,1,3,2,5,1,2,28,2,1
1,1,1,1,2,2,3,1,1,1,1,4,1,19,1,0
2,2,2,2,3,3,3,1,1,2,4,1,2,25,2,1
3,3,1,3,3,3,3,1,1,2,5,2,3,25,2,1
3,2,2,3,3,2,2,1,2,2,4,4,3,36,1,1
1,1,1,1,1,1,1,0,0,1,1,2,1,7,1,0
1,1,1,1,2,2,2,0,0,1,1,2,1,19,1,0
1,2,2,1,2,3,1,1,1,2,5,1,2,21,2,0
3,2,2,3,3,3,3,1,2,2,5,3,2,25,1,1
2,1,2,2,3,1,1,1,1,3,2,2,2,30,1,0
1,3,1,2,2,2,2,0,0,1,3,4,2,20,2,0
2,1,2,2,3,1,1,1,3,2,5,3,2,33,2,1
2,3,2,2,2,1,2,1,2,2,4,1,2,14,3,1
3,1,3,3,3,3,2,1,1,3,2,2,3,34,1,0
3,2,2,3,3,2,2,1,1,3,4,3,3,34,2,1
3,1,3,3,3,3,3,1,3,3,2,4,3,30,1,0
1,2,1,1,2,2,3,1,1,1,1,4,1,24,1,0
2,2,2,2,3,3,3,1,3,2,4,2,2,25,1,1
3,2,1,2,3,3,3,1,2,2,4,1,3,26,3,1
2,2,1,2,3,3,3,1,1,3,2,2,2,30,1,1
2,1,3,2,1,3,1,1,3,2,4,1,2,9,2,1
2,3,1,2,3,1,2,1,2,2,4,1,2,25,3,1
1,1,3,2,1,1,1,1,2,2,4,2,2,5,1,0
3,2,1,2,3,3,3,1,2,2,5,2,2,25,3,1
3,1,1,2,3,3,3,1,3,2,5,1,2,34,3,1
3,1,3,3,3,1,1,1,1,3,2,2,3,30,1,0
2,2,2,2,1,1,1,1,2,1,3,3,2,3,2,1
2,2,2,2,3,3,3,1,3,2,4,2,2,34,2,1
1,1,2,1,1,1,1,1,1,2,4,3,1,5,1,0
1,1,1,1,1,1,1,1,1,3,2,3,1,7,1,0
2,2,2,2,3,3,3,1,1,2,4,4,2,26,3,1
2,2,1,2,3,3,3,1,2,2,5,1,2,26,1,1
2,1,2,1,1,3,3,1,2,2,4,2,2,6,2,1
2,1,2,1,3,1,1,1,2,2,4,3,2,32,2,0
1,2,1,1,2,2,2,1,1,1,1,4,1,19,1,0
2,2,2,2,3,3,3,1,2,2,4,1,2,28,3,1
1,1,2,1,1,1,1,1,1,2,5,3,1,8,1,1
1,2,1,1,2,2,1,1,2,1,1,4,1,22,1,0
1,1,2,1,1,1,1,1,1,3,2,3,1,10,1,0
1,3,2,2,2,2,2,1,2,1,1,3,2,19,1,1
2,3,2,2,3,3,2,1,1,2,4,3,3,26,1,1
3,3,2,3,3,3,3,1,2,2,5,1,3,25,3,1
2,2,1,2,3,1,1,1,1,2,5,4,2,26,3,1
3,1,1,2,3,3,3,1,3,2,5,1,2,25,2,1
2,2,2,2,3,3,3,1,2,2,4,3,2,33,1,1
3,2,1,3,3,3,1,1,3,2,4,1,3,26,3,1
3,2,2,2,3,3,3,1,1,1,3,3,2,34,3,1
2,2,2,2,3,3,3,1,1,3,2,2,2,30,1,1
2,1,2,1,1,3,3,1,2,2,5,2,1,11,2,1
1,3,2,2,2,2,2,1,1,1,1,4,2,19,2,0
2,1,2,1,3,3,3,1,1,2,4,4,2,34,2,1
1,1,1,1,3,3,1,1,1,1,3,2,1,32,1,0
2,3,2,2,2,2,2,1,3,2,4,2,2,14,3,1
2,2,2,2,3,3,3,1,1,3,2,3,2,25,2,1
2,2,2,2,1,3,3,1,2,2,5,4,2,12,1,1
1,1,1,1,2,2,2,1,1,1,3,2,1,17,1,0
3,1,1,2,3,1,1,1,1,1,3,3,2,34,3,1
2,3,2,3,2,3,1,1,1,2,4,1,3,14,3,1
3,2,3,3,3,3,1,1,3,3,2,2,3,29,1,0
2,2,1,1,2,1,2,1,2,2,5,4,2,22,3,1
2,1,2,1,3,3,3,1,2,2,5,2,1,34,2,0
1,1,1,1,1,1,1,0,0,1,1,2,1,5,1,0
1,2,1,1,2,2,2,0,0,1,1,4,1,24,1,0
2,2,2,2,3,3,3,1,1,2,4,2,2,28,3,1
3,2,2,3,3,2,2,1,3,2,4,4,3,34,3,1
1,2,2,1,2,2,1,1,1,1,1,1,1,20,2,0
1,1,1,1,3,1,3,1,1,1,1,4,1,36,1,0
1,1,3,2,1,1,1,0,0,2,4,3,1,10,1,0
2,2,2,2,1,1,3,1,1,2,5,3,2,10,1,1
1,2,1,1,2,1,1,1,1,1,1,3,1,19,1,0
1,1,1,1,1,1,1,0,0,1,1,4,1,8,1,0
2,1,2,2,3,3,3,1,2,2,4,4,2,34,3,1
3,2,2,2,3,2,2,1,2,2,5,1,3,25,3,1
3,2,1,3,3,3,2,1,2,2,5,4,3,25,2,1
3,1,2,3,3,3,3,1,2,3,2,2,3,29,1,0
2,2,2,2,1,1,3,1,3,3,2,2,2,6,1,1
3,1,2,2,3,3,2,1,2,2,4,3,2,34,3,1
2,1,3,3,1,1,1,1,3,2,4,2,3,6,1,0
2,2,2,2,3,2,3,1,1,2,4,2,2,28,2,1
3,2,2,2,3,3,3,1,3,1,3,1,2,34,3,1
2,1,2,2,1,3,1,1,2,2,5,2,2,8,1,1
2,1,3,2,1,1,2,1,1,2,4,2,2,9,2,1
3,1,2,3,3,3,3,1,1,3,2,1,3,32,1,0
3,3,2,3,3,3,3,1,3,3,2,3,3,26,3,1
1,1,2,1,1,1,1,1,2,3,2,2,2,6,1,0
1,1,1,1,1,2,2,1,1,1,1,4,1,8,1,0
2,1,2,2,1,3,3,1,2,2,4,2,2,10,1,0
2,1,2,2,1,1,2,1,3,2,4,1,2,10,2,0
2,3,2,3,2,3,3,1,1,3,2,3,3,14,2,1
1,1,2,1,1,3,3,1,2,2,5,3,2,10,1,1
1,1,1,1,1,1,1,0,0,1,1,4,1,5,1,0
1,2,1,1,2,1,1,1,1,1,1,4,1,24,1,0
2,3,2,2,2,2,1,1,2,1,3,1,2,23,1,1
2,3,3,3,2,1,1,1,1,2,4,3,3,14,3,1
3,3,2,3,3,1,2,1,3,3,2,3,3,29,3,1
1,1,1,1,2,3,3,1,1,1,1,4,1,14,1,1
2,3,1,2,3,3,3,1,2,2,5,1,2,25,3,1
2,3,2,2,3,2,2,1,2,2,4,3,2,28,3,1
2,2,2,2,3,3,3,1,3,3,2,3,2,26,3,1
2,2,2,2,1,3,3,1,1,3,2,1,3,8,3,1
1,1,3,1,1,1,1,0,0,2,5,3,1,10,2,1
2,2,1,2,2,2,2,1,2,2,4,3,2,14,2,1
1,1,2,1,1,1,1,1,1,3,4,2,1,8,1,0
1,1,2,1,1,1,1,0,0,3,2,2,2,8,2,0
3,3,2,3,3,3,3,1,1,2,4,2,3,25,3,1
2,1,2,1,3,1,1,1,1,2,4,2,1,35,1,0
3,2,3,3,3,2,2,1,2,2,4,2,3,26,3,1
2,2,2,2,1,1,2,1,2,2,5,3,2,3,1,1
3,3,2,3,3,3,2,1,1,2,4,3,3,26,2,1
2,2,2,2,2,3,3,1,3,2,5,4,2,14,2,1
2,2,2,2,3,3,3,1,2,2,5,2,2,25,2,1
1,1,1,1,1,1,1,0,0,1,1,3,1,12,1,0
3,2,1,3,3,3,3,1,1,2,4,3,3,34,3,1
1,1,2,1,1,1,1,1,1,2,4,1,1,8,1,0
1,1,2,1,1,1,1,0,0,3,2,1,1,10,2,1
1,1,3,2,1,1,2,1,1,2,4,1,2,5,1,0
2,2,2,2,1,1,2,1,2,3,2,3,2,8,1,1
3,3,2,3,3,3,3,1,1,2,5,1,3,25,1,1
2,2,2,2,1,1,2,1,3,2,5,1,2,2,1,1
2,3,2,2,2,3,3,1,2,2,4,3,2,13,2,1
2,2,2,2,3,1,2,1,2,3,2,1,2,33,3,1
1,1,1,1,3,1,1,1,1,1,1,4,1,31,1,0
1,1,2,1,1,1,1,0,0,2,5,3,1,8,2,0
1,1,3,2,1,1,1,1,3,2,4,4,2,8,1,1
3,2,2,3,3,1,1,1,3,2,4,3,3,34,1,0
3,3,2,3,3,3,1,1,3,2,4,1,3,26,1,0
3,2,2,3,3,3,2,1,1,2,5,1,2,26,2,1
2,2,2,2,1,3,3,1,3,3,2,3,2,10,2,1
1,3,2,2,2,2,2,1,1,1,1,3,2,24,1,1
2,2,2,2,3,3,3,1,3,2,4,2,2,32,2,0
3,3,3,3,3,1,3,1,1,3,2,1,3,26,3,1
1,1,3,2,1,1,1,1,1,2,4,3,2,10,2,1
1,1,1,1,2,2,2,0,0,3,2,3,1,24,1,0
2,3,2,3,2,3,3,1,3,3,2,1,3,13,3,1
2,3,2,2,2,1,1,1,3,2,4,1,3,14,3,1
3,1,3,3,3,1,3,1,1,3,2,1,3,26,1,1
1,1,1,1,1,1,1,0,0,1,1,2,1,8,1,0
2,3,2,2,2,1,1,1,1,2,5,1,2,13,3,1
1,2,2,1,2,3,3,1,1,2,5,3,2,21,1,1
3,3,2,3,3,3,3,1,3,2,4,3,3,25,3,1
1,1,3,2,1,1,1,0,0,3,2,2,2,5,2,0
2,1,1,1,3,3,1,1,1,3,2,3,1,32,2,0
1,1,2,1,1,1,1,1,2,3,4,2,2,9,1,1
3,2,2,3,3,3,3,1,3,3,4,3,3,26,2,1
3,1,3,3,1,3,3,1,3,3,2,2,3,5,1,0
1,2,1,1,2,1,1,1,2,3,2,4,2,24,1,0
1,1,2,1,1,1,2,1,2,2,5,1,2,8,2,1
2,3,2,2,2,2,2,1,3,2,4,1,2,22,2,1
1,3,2,2,2,2,2,1,1,1,3,4,2,15,2,0
2,1,2,1,1,3,3,1,1,3,2,3,2,11,1,0
2,2,2,2,2,3,3,1,1,2,4,3,2,22,2,1
1,1,2,1,1,1,2,1,1,2,5,1,1,10,1,1
2,2,3,2,1,3,3,1,2,2,4,3,3,9,1,1
2,1,2,1,1,1,1,1,2,2,5,2,1,9,1,0
2,2,2,2,3,3,2,1,2,3,2,1,2,30,1,0
1,1,2,1,1,1,1,1,1,2,5,1,1,5,1,0
1,3,2,2,2,2,2,1,2,1,3,3,2,18,1,1
3,2,2,3,3,3,3,1,2,3,2,3,3,28,2,1
2,3,2,3,3,3,3,1,1,2,4,1,3,34,2,1
3,2,3,3,1,1,1,1,3,3,2,3,3,5,1,0
1,1,1,1,1,1,1,0,0,1,1,2,1,7,1,0
1,2,2,1,2,3,1,1,2,2,5,2,2,21,1,1
3,2,2,2,3,1,1,1,2,2,4,3,2,26,3,1
2,1,2,2,1,1,1,1,3,2,5,1,2,2,3,1
1,1,1,1,2,2,2,0,0,1,1,2,1,19,1,0
1,3,1,2,2,2,3,1,3,1,3,4,2,19,2,0
1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0
2,3,2,3,2,3,3,1,3,2,4,1,3,14,3,1
1,1,1,1,2,1,1,1,1,1,1,4,1,19,1,0
2,1,2,2,1,1,2,1,1,3,2,3,2,11,1,0
2,3,2,3,2,3,3,1,1,3,2,1,3,17,2,1
1,3,1,2,2,2,3,1,2,1,1,4,2,24,2,0
1,1,1,1,3,2,2,1,1,1,1,4,1,36,1,0
1,1,1,1,3,3,3,1,1,1,1,3,1,36,1,0
2,3,1,2,2,2,3,1,2,1,3,2,2,19,2,0
1,1,1,1,3,3,2,1,1,1,1,4,1,36,1,0
2,3,3,3,1,3,3,1,1,3,2,3,2,10,2,1
3,1,2,2,3,3,3,1,3,2,5,4,2,34,3,1
1,3,2,2,2,2,2,1,2,1,3,3,2,19,1,0
3,3,2,3,3,3,1,1,1,2,4,4,3,25,1,1
1,2,1,1,2,1,1,1,1,1,1,4,1,20,1,0
3,3,2,3,3,3,2,1,1,2,4,3,3,34,1,1
1,2,2,2,1,3,3,1,2,2,5,3,2,10,2,1
1,1,1,1,1,1,1,0,0,1,1,1,1,7,1,0
1,3,1,1,2,2,2,1,1,1,3,3,2,14,2,1
1,1,3,2,1,1,1,0,0,3,2,2,2,5,1,0
2,3,2,2,2,3,2,1,2,2,5,2,2,14,3,1
2,1,1,1,3,3,3,1,2,3,2,2,2,30,1,1
2,2,2,2,3,3,3,1,1,2,4,3,2,28,3,1
2,1,2,2,1,3,3,1,3,2,5,1,2,12,1,1
3,1,2,2,3,1,3,1,1,2,4,3,2,34,2,1
3,1,2,3,3,3,3,1,3,3,2,1,3,25,2,1
3,2,2,3,3,1,1,1,3,3,2,2,3,32,1,0
2,3,2,3,2,1,3,1,3,2,4,1,3,22,3,0
2,3,2,2,2,3,2,1,1,2,4,1,2,14,2,1
3,2,2,3,3,3,3,1,2,2,5,1,3,26,2,1
1,3,2,2,2,2,1,1,3,1,1,3,2,23,1,1
3,1,3,3,3,1,1,1,2,3,2,1,3,30,1,0
2,2,2,2,3,1,1,1,1,2,5,2,2,33,3,0
3,2,2,3,3,3,3,1,2,2,5,1,3,34,3,1
2,1,3,2,3,1,1,1,1,3,2,1,2,34,1,0
3,3,2,3,3,1,3,1,2,3,2,2,3,34,2,1
3,3,1,2,3,3,1,1,3,2,5,1,3,26,3,1
2,3,1,2,2,2,2,1,1,1,3,3,2,19,1,0
1,1,1,1,3,3,3,0,0,1,1,3,1,36,1,0
2,2,2,2,3,1,1,1,1,2,5,1,2,35,1,1
3,1,3,3,3,1,1,1,2,3,2,3,3,32,1,0
1,3,2,2,2,2,1,1,2,1,3,1,2,23,2,1
1,2,2,1,2,1,1,1,1,3,2,2,2,20,1,0
3,2,2,2,3,3,3,1,1,3,2,1,2,29,1,0
2,3,2,2,2,3,3,1,1,3,2,1,2,13,1,1
1,1,2,1,1,1,2,1,2,2,4,1,1,8,1,0
2,1,2,2,1,3,3,1,3,3,2,1,2,6,1,0
1,3,1,2,2,2,2,1,3,1,1,1,2,16,1,0
1,3,1,2,2,2,2,1,2,3,2,2,2,14,2,1
2,2,1,2,3,1,1,1,2,2,5,2,2,25,3,1
3,3,2,3,3,1,1,1,1,3,2,2,3,26,2,1
2,3,2,2,2,3,2,1,1,3,2,2,3,13,3,1
2,2,2,2,1,3,1,1,3,2,5,3,2,10,1,1
1,1,3,2,1,1,1,0,0,2,5,2,1,5,2,0
1,1,2,1,1,1,1,0,0,2,5,2,1,9,1,0
2,2,1,2,3,1,1,1,1,2,4,1,2,25,3,1
2,3,2,2,2,2,2,1,1,1,1,4,2,19,1,0
1,1,1,1,2,1,1,1,1,1,3,2,1,19,1,0
2,2,2,2,3,3,3,1,1,2,5,1,2,26,2,1
3,2,3,3,3,1,1,1,1,3,2,1,3,30,1,0
1,2,2,2,1,1,3,1,1,2,5,3,2,10,3,1
2,2,2,2,2,3,1,1,1,2,4,3,2,14,3,1
1,3,1,2,2,2,2,0,0,1,1,3,1,19,1,1
1,2,1,1,2,3,3,1,2,1,1,4,1,24,1,0
3,2,1,2,3,3,3,1,3,2,4,3,3,28,3,1
3,2,1,2,3,1,1,1,2,2,5,3,2,34,3,1
1,2,2,2,1,3,3,1,2,2,5,3,2,3,1,1
2,2,2,2,2,1,1,1,2,2,4,1,2,13,3,1
1,1,2,1,1,1,2,1,2,2,4,2,2,5,2,0
3,1,3,3,3,1,3,1,2,3,2,2,3,32,1,0
1,1,1,1,3,3,3,1,1,1,1,4,1,36,1,1
1,1,2,1,1,1,1,1,1,2,5,2,1,8,2,0
1,1,1,1,1,1,1,0,0,1,1,4,1,12,1,0
2,2,2,2,2,2,2,1,3,1,1,4,2,24,2,1
1,1,2,1,1,1,2,1,1,2,4,3,1,10,2,0
3,2,2,3,3,3,2,1,1,3,4,3,2,34,2,1
2,1,2,1,3,1,1,1,2,1,3,2,1,28,3,1
3,2,1,2,3,1,3,1,1,1,3,2,2,25,3,1
2,2,2,2,3,3,2,1,2,2,5,3,2,25,2,1
1,1,1,1,1,1,1,0,0,1,1,3,1,12,1,0
2,1,2,2,1,1,3,1,1,2,4,2,2,6,1,0
1,3,1,2,2,2,3,1,2,1,3,4,2,20,1,0
3,2,2,2,3,3,2,1,1,2,5,4,2,26,3,1
2,1,2,2,1,3,3,1,2,2,4,3,2,8,1,0
2,1,3,2,1,3,3,1,2,2,4,1,2,8,1,1
3,1,1,2,3,3,3,1,3,2,4,1,2,25,3,1
1,1,3,1,1,1,1,0,0,3,2,2,1,10,1,0
1,2,3,2,1,3,3,1,2,2,4,1,2,11,2,0
3,2,2,3,3,3,1,1,2,3,2,1,3,32,3,1
2,3,1,2,2,2,2,1,1,2,4,3,3,16,2,1
3,3,2,3,3,3,3,1,2,2,4,2,3,26,2,1
2,1,1,1,3,1,1,1,1,3,2,1,1,32,1,0
2,3,2,2,2,3,3,1,3,2,5,3,2,22,3,1
1,1,3,2,1,1,1,0,0,2,4,1,1,8,2,1
1,1,1,1,3,3,2,1,1,3,2,2,1,36,1,0
3,1,3,3,3,1,2,1,3,3,2,2,3,32,1,0
1,1,1,1,3,3,3,1,1,1,1,1,1,29,1,0
2,3,1,2,2,3,3,1,1,2,5,1,2,14,3,1
2,2,2,2,3,3,3,1,2,2,5,2,2,34,2,1
3,1,2,2,3,3,3,1,2,2,4,3,2,34,1,1
2,1,2,2,1,3,1,1,3,2,5,1,2,9,3,0
2,2,2,2,3,3,3,1,2,2,4,3,2,35,1,1
2,2,1,2,3,3,3,1,3,2,4,2,2,34,3,0
1,1,2,1,1,1,1,1,1,2,5,1,1,5,2,0
2,1,2,2,3,3,3,1,2,2,5,1,2,26,1,1
2,1,2,2,3,3,1,1,1,2,5,2,2,35,2,1
1,1,2,2,1,3,3,1,3,3,2,2,2,8,1,0
1,2,2,2,1,3,1,1,1,2,5,1,2,2,1,0
3,3,2,3,3,3,3,1,1,3,2,1,3,25,2,1
1,1,1,1,3,1,1,1,1,1,3,1,1,29,1,0
2,2,2,2,1,1,1,1,3,3,2,3,2,6,2,0
3,2,2,3,3,1,1,1,3,3,2,1,3,26,2,1
2,3,2,2,2,1,3,1,1,2,4,3,2,14,3,1
2,3,2,2,2,2,2,1,1,1,1,3,2,18,2,1
2,2,2,2,2,3,3,1,1,3,2,2,2,20,1,0
1,1,3,2,1,1,1,1,3,2,5,2,2,5,2,0
2,3,3,3,1,3,1,1,2,3,2,1,3,2,2,1
1,3,1,1,2,2,2,0,0,1,3,1,1,20,1,0
2,2,2,2,3,1,1,1,1,2,4,1,2,27,1,0
1,1,1,1,2,2,2,0,0,1,1,2,1,20,1,0
1,1,2,1,1,1,1,1,2,2,4,2,1,10,1,1
2,1,2,2,3,3,3,1,1,2,5,3,2,26,3,1
2,3,2,2,3,3,3,1,3,2,5,3,2,34,2,1
1,2,1,1,2,2,2,0,0,1,1,4,1,24,1,0
2,1,1,1,3,3,3,1,1,2,4,3,2,25,3,1
1,2,2,2,1,3,3,1,1,2,5,2,2,8,2,1
3,3,2,3,3,1,1,1,3,3,2,1,3,26,2,1
3,2,2,3,3,1,1,1,3,3,2,2,3,25,3,1
3,3,2,3,3,3,3,1,3,2,5,1,3,28,3,1
2,2,1,2,2,1,1,1,3,1,3,3,2,14,2,1
1,3,2,2,2,2,1,1,2,3,2,1,2,21,1,1
2,1,2,2,3,3,3,1,1,2,4,3,2,33,3,1
2,1,2,1,3,1,3,1,1,3,2,3,2,35,2,0
1,1,1,1,2,2,1,1,1,1,1,4,1,19,1,0
2,2,2,2,1,3,2,1,1,2,5,3,2,2,3,1
2,3,2,3,2,1,1,1,3,3,2,1,3,13,3,1
3,2,2,3,3,3,3,1,1,2,5,3,2,34,1,1
2,3,2,3,2,1,1,1,2,2,4,2,3,14,2,1
2,3,3,3,3,2,3,1,3,2,4,3,3,26,3,1
2,2,2,2,3,3,1,1,2,2,5,3,2,33,1,1
2,1,2,2,3,3,2,1,3,2,4,2,2,25,2,1
2,2,1,2,3,3,2,1,1,2,4,2,2,34,3,1
2,1,2,1,1,1,3,1,1,2,4,3,2,8,2,1
1,1,1,1,2,2,2,0,0,1,1,4,1,17,1,0
2,2,2,2,3,3,3,1,1,2,5,2,2,32,3,1
2,3,2,2,2,2,2,1,3,2,4,2,3,13,1,1
2,2,2,2,3,3,3,1,1,2,5,2,2,25,2,1
3,1,3,2,3,3,3,1,3,3,2,1,2,26,1,0
1,1,1,1,3,1,1,1,1,1,3,2,1,32,1,0
3,1,2,3,3,3,1,1,1,3,2,2,2,34,1,0
2,1,2,2,3,3,3,1,2,2,4,1,2,34,1,0
1,1,3,2,1,1,1,0,0,2,4,3,2,5,1,0
1,3,1,2,2,2,2,1,2,1,3,3,2,24,2,1
3,2,2,2,3,1,1,1,2,2,4,2,2,28,3,1
2,1,2,2,1,3,3,1,1,2,4,3,2,11,2,0
2,2,3,3,3,2,2,1,2,2,4,2,2,34,2,1
3,2,2,3,3,3,3,1,3,2,5,2,3,34,1,1
1,1,1,1,2,2,2,1,1,1,3,1,1,17,1,0
3,2,2,3,3,3,3,1,1,2,4,1,3,25,2,1
2,1,1,1,3,1,3,1,1,2,4,2,1,35,2,0
2,2,2,2,3,1,1,1,3,2,5,3,2,34,1,1
3,2,3,3,1,1,2,1,2,3,2,1,3,8,1,0
3,2,2,3,3,3,3,1,1,2,5,1,2,26,2,1
3,2,2,3,3,3,1,1,2,2,4,2,3,26,2,1
2,1,2,2,3,3,2,1,1,2,4,3,2,28,1,1
2,2,2,2,3,2,2,1,1,3,2,1,2,34,1,1
1,1,1,1,3,2,3,1,1,1,1,1,1,29,1,0
1,1,1,1,3,3,3,0,0,1,1,3,1,29,1,0
2,2,2,2,1,1,1,1,3,3,2,1,2,11,2,0
1,1,1,1,1,1,1,0,0,1,1,2,1,5,1,0
2,3,1,2,3,3,3,1,1,2,5,4,2,34,3,1
2,1,2,1,1,1,1,1,1,3,2,2,2,9,1,1
3,1,3,3,3,3,3,1,3,2,4,2,3,36,1,1
3,3,2,3,3,3,3,1,1,3,4,3,3,34,3,1
1,2,1,1,2,3,2,1,1,1,1,4,1,24,1,1
2,2,2,2,3,1,1,1,2,2,5,3,2,34,3,1
3,2,2,2,3,3,1,1,3,2,4,2,2,28,3,1
1,1,2,1,1,1,2,1,2,2,5,4,1,5,2,0
2,2,2,2,3,1,2,1,1,3,2,4,2,28,2,1
1,1,2,1,1,1,1,0,0,3,2,1,1,5,1,0
1,1,2,1,1,3,1,1,2,3,2,1,2,6,1,0
2,3,2,2,3,1,2,1,1,2,5,1,2,26,3,1
1,1,1,1,3,3,3,1,1,1,1,3,1,36,1,1
2,3,2,2,3,2,2,1,2,2,4,1,3,28,2,1
2,2,2,2,3,1,1,1,1,3,2,2,2,32,1,0
3,2,1,2,3,3,3,1,3,2,4,2,2,34,3,1
3,3,2,3,3,3,3,1,1,2,4,3,3,26,3,1
1,3,2,2,2,2,2,1,2,1,3,3,2,23,2,1
1,3,2,2,2,2,2,1,3,1,1,3,1,19,2,1
2,2,2,2,3,1,1,1,1,1,3,3,2,33,1,1
3,3,2,3,3,1,3,1,2,3,2,4,3,28,3,1
1,1,1,1,2,1,1,1,1,1,3,3,1,20,1,1
1,1,2,1,1,1,1,0,0,2,4,1,1,9,1,1
1,1,1,1,2,2,2,1,1,1,3,2,1,17,1,0
1,1,2,1,1,3,3,1,1,2,5,1,2,10,3,1
2,2,2,2,1,2,1,1,1,2,4,2,2,2,1,1
1,1,1,1,3,1,1,1,1,1,3,4,1,31,1,0
2,1,2,2,1,3,3,1,2,2,5,3,2,10,2,1
2,1,1,1,3,1,1,1,2,1,3,3,1,35,2,1
1,1,3,2,1,3,3,1,2,2,5,1,2,10,2,1
2,1,2,2,1,1,3,1,2,2,4,3,2,10,2,1
3,2,2,3,3,3,3,1,1,2,4,3,3,34,3,1
1,1,2,1,1,1,1,1,1,3,2,3,1,2,1,0
2,2,2,2,3,1,1,1,3,2,5,4,2,27,3,1
2,1,2,2,3,3,3,1,1,2,5,1,2,35,2,0
3,2,2,3,3,3,1,1,2,2,5,1,3,28,3,1
3,3,2,3,3,3,3,1,3,2,5,2,3,34,3,1
2,1,2,2,1,3,3,1,2,2,5,3,2,9,1,1
1,1,1,1,1,2,1,1,1,1,3,1,1,8,1,0
2,2,2,2,3,3,3,1,2,2,5,1,2,34,2,1
1,1,1,1,2,2,2,0,0,1,1,4,1,19,1,0
2,2,1,2,3,3,3,1,3,2,5,3,2,25,1,1
3,1,2,2,3,3,3,1,3,2,4,1,2,34,3,1
1,1,2,1,1,3,3,1,2,2,4,2,1,11,2,0
1,2,1,1,2,3,3,1,1,1,1,4,1,19,1,0
3,1,3,3,3,1,1,1,1,3,2,2,3,30,1,0
1,1,2,1,1,1,2,1,2,2,4,2,2,9,1,0
3,3,2,3,3,3,3,1,2,3,2,3,3,25,3,1
2,2,2,3,3,2,2,1,3,2,4,3,3,34,2,0
2,1,2,2,3,1,1,1,3,2,4,3,2,36,2,1
2,1,1,1,3,3,3,1,2,1,3,1,2,25,3,1
1,1,1,1,3,3,3,1,1,1,1,3,1,31,1,0
1,1,2,1,1,3,1,1,2,2,5,3,1,3,2,0
1,1,2,1,1,1,1,1,2,2,4,2,2,5,1,0
3,1,1,2,3,3,1,1,3,3,2,1,3,25,3,1
2,2,2,2,3,1,1,1,3,3,4,3,2,28,3,1
2,3,2,2,2,2,2,1,1,1,3,3,2,24,2,1
1,1,2,1,1,1,1,1,1,2,4,2,2,9,1,0
1,3,1,2,2,2,3,1,2,1,3,4,2,15,1,1
1,1,3,2,1,1,1,0,0,2,4,2,2,10,1,0
1,1,2,1,1,1,1,1,2,3,2,2,2,8,1,0
3,1,3,3,3,3,3,1,1,3,2,4,3,36,1,0
3,2,2,2,3,3,2,1,3,3,2,2,3,28,2,0
1,2,2,2,2,3,3,1,2,2,5,1,2,24,3,0
3,3,2,3,3,3,3,1,3,2,5,3,3,26,3,1
2,2,2,2,3,3,3,1,1,2,5,2,2,27,1,0
1,2,1,1,2,2,2,1,2,1,1,3,1,24,2,1
2,3,2,3,2,1,1,1,3,3,2,1,3,14,3,0
3,2,3,3,3,3,2,1,2,3,2,1,3,25,3,1
2,3,2,2,2,2,3,1,2,1,3,4,2,23,1,0
2,3,1,2,2,2,2,1,2,1,3,4,2,24,2,1
2,3,1,2,2,2,2,1,1,1,3,4,2,19,1,0
1,1,1,1,1,1,1,0,0,1,1,3,1,7,1,0
1,2,1,1,2,2,2,1,2,1,1,4,1,19,1,1
3,1,3,3,3,3,3,1,3,2,4,2,3,32,1,0
1,1,1,1,3,3,3,0,0,1,1,3,1,36,1,0
1,1,1,1,2,2,2,0,0,3,2,2,1,19,1,0
3,2,3,3,3,1,1,1,1,3,2,2,3,25,3,1
1,2,2,2,2,1,3,1,2,2,4,3,2,14,3,1
2,3,1,2,2,2,3,1,2,1,3,4,2,23,1,1
1,3,1,2,2,2,2,0,0,1,1,1,2,24,2,0
1,1,1,1,3,1,1,1,1,2,4,1,1,35,1,0
1,2,1,1,2,2,2,0,0,1,1,4,1,24,2,0
2,1,2,1,1,3,3,1,2,2,5,2,2,7,2,0
2,2,2,2,3,3,2,1,1,3,2,3,2,25,3,1
