lead_id,has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,industry_close_rate,historical_avg_sentiment,intent,total_interactions,is_multi_channel,recency_bucket,engagement_depth,quotation_sent,is_enterprise_deal,pipeline_stage,days_in_pipeline,pipeline_velocity,total_price_with_tax,consumer_score_tier,interaction_score_tier,product_quotation_score_tier,sale_closed
lead:00004430,1,2.29,7,1,0.669,-0.38,SALES,3,1,active,2.0,0,0,Quotation,26,0.1258,299130,High,Low,Low,1
lead:00004431,0,0.64,3,1,0.42,0.66,NON SALES,13,1,active,6.0,1,1,Closed,3,1.9984,24080,Medium,High,High,1
lead:00004432,0,0.5,2,0,0.469,0.39,NON SALES,11,1,fresh,5.0,1,0,Follow Up / Negot.,14,0.295,149860,Medium,High,Medium,0
lead:00004433,0,2.81,1,0,0.636,0.64,SALES,3,1,active,2.5,1,0,Contract Sent,3,1.6609,238950,High,Low,High,1
lead:00004434,1,1.3,6,1,0.456,0.3,NON SALES,3,0,active,2.2,1,0,New Lead,5,0.2011,75040,Medium,Low,Medium,1
lead:00004435,1,0.62,1,1,0.495,0.03,NON SALES,7,1,cold,4.3,0,0,Lost,41,0.034,280840,High,High,Low,1
lead:00004436,0,2.29,6,1,0.583,0.81,SALES,8,1,fresh,4.3,0,0,Sales Follow Up,19,0.1375,124490,High,Medium,Low,1
lead:00004437,1,0.17,0,0,0.457,-0.34,NON SALES,7,1,active,4.0,1,1,Proposal Sent,10,0.3545,536900,Low,High,Medium,1
lead:00004438,1,1.39,7,1,0.637,0.24,SALES,9,1,fresh,4.7,1,0,Closed,3,2.0026,71120,High,Medium,High,1
lead:00004439,0,0.76,0,0,0.396,0.48,NON SALES,3,1,active,2.2,0,0,Lost,58,0.0174,50960,Low,Low,Low,1
lead:00004440,1,0.73,5,1,0.39,0.45,NON SALES,13,1,stale,6.1,0,0,Sales Qualified,6,0.3261,195880,Medium,High,Low,0
lead:00004441,0,2.84,2,1,0.589,0.41,SALES,8,1,cold,4.2,0,1,Follow Up / Negot.,28,0.144,638970,High,Low,Low,1
lead:00004442,1,1.03,0,0,0.47,0.46,NON SALES,7,1,fresh,3.9,1,1,Manual Follow Up,9,0.2838,469640,Medium,Medium,Medium,0
lead:00004443,0,0.68,0,0,0.328,0.56,NON SALES,5,1,stale,2.5,0,0,Sales Follow Up,6,0.4162,232460,Low,Low,Low,1
lead:00004444,1,1.25,1,0,0.565,0.25,SALES,12,1,cold,5.6,1,0,Closed,3,1.9988,267860,Medium,Medium,High,1
lead:00004445,1,2.57,1,0,0.625,0.47,SALES,9,1,cold,4.6,1,0,Closed,3,1.9901,20720,High,Medium,High,1
lead:00004446,1,1.17,0,0,0.465,0.75,NON SALES,2,1,fresh,1.4,1,1,Contract Sent,8,0.6185,123310,Medium,Low,High,1
lead:00004447,0,0.52,0,0,0.372,0.27,NON SALES,1,0,stale,1.4,1,1,Contract Sent,84,0.0612,334530,Low,Low,High,0
lead:00004448,1,1.1,7,1,0.614,-0.05,SALES,3,1,fresh,1.3,1,0,Follow Up / Negot.,21,0.1923,412410,High,Low,Medium,1
lead:00004449,1,0.65,0,0,0.406,0.39,NON SALES,13,1,fresh,5.9,1,0,Lost,52,0.0205,426570,Medium,High,Medium,0
lead:00004450,1,0.86,1,0,0.403,0.31,NON SALES,2,1,fresh,1.3,1,0,Sales Qualified,4,0.5023,99710,Medium,Low,High,0
lead:00004451,1,2.03,6,1,0.631,-0.37,SALES,8,1,stale,4.3,1,0,Follow Up / Negot.,16,0.2533,87910,High,High,High,1
lead:00004452,0,0.1,0,0,0.524,-0.17,NON SALES,3,1,fresh,1.8,1,0,Quotation,14,0.2485,83440,Low,Low,Medium,0
lead:00004453,1,2.15,2,0,0.566,-0.06,SALES,7,1,stale,4.1,1,1,Contract Sent,11,0.4557,526280,High,Medium,High,1
lead:00004454,1,1.1,0,0,0.466,0.5,NON SALES,11,1,fresh,5.2,1,1,Quotation,18,0.1937,669060,Medium,High,Low,0
lead:00004455,1,2.84,0,0,0.593,0.34,SALES,13,1,stale,6.4,1,0,Quotation,19,0.1831,254880,High,High,Medium,1
lead:00004456,0,0.75,0,0,0.515,0.28,NON SALES,13,1,cold,5.7,1,0,Quotation,13,0.2679,57680,Medium,Low,Medium,1
lead:00004457,1,1.24,1,0,0.466,0.72,NON SALES,2,0,cold,2.3,0,0,Manual Follow Up,24,0.0993,463150,Medium,Low,Low,1
lead:00004458,1,2.27,0,0,0.681,-0.33,SALES,12,1,active,6.0,1,1,Proposal Sent,11,0.3203,135700,High,High,Medium,1
lead:00004459,1,0.9,0,0,0.642,-0.36,SALES,7,1,fresh,4.0,0,0,Sales Qualified,4,0.5072,170510,Medium,High,Low,1
lead:00004460,0,1.35,0,0,0.505,-0.11,SALES,20,1,active,7.4,1,0,Demo Scheduled,7,0.4376,155760,Medium,Medium,High,1
lead:00004461,1,1.39,0,0,0.572,0.68,NON SALES,18,1,cold,7.7,1,0,Closed,1,6.0099,212400,Medium,Medium,High,0
lead:00004462,0,0.0,0,0,0.33,-0.67,NON SALES,14,1,cold,6.6,1,1,Manual Follow Up,22,0.1156,324500,Low,Medium,Low,0
lead:00004463,1,0.64,1,1,0.569,-0.16,NON SALES,7,1,active,4.0,1,1,Contract Sent,12,0.4103,611240,Medium,Low,High,0
lead:00004464,0,0.14,7,1,0.476,-0.33,NON SALES,6,1,stale,3.5,1,1,Follow Up / Negot.,35,0.1065,571710,Low,Low,Low,0
lead:00004465,1,0.44,1,1,0.483,-0.3,NON SALES,6,1,cold,3.5,1,1,Demo Scheduled,108,0.0184,203550,Medium,Low,Medium,1
lead:00004466,0,2.55,1,0,0.591,0.28,SALES,1,0,cold,2.3,0,1,Sales Qualified,7,0.2853,525690,High,Low,Low,1
lead:00004467,1,0.34,1,1,0.585,-0.88,NON SALES,3,1,active,1.4,0,1,Follow Up / Negot.,24,0.1591,254880,Low,Low,Low,1
lead:00004468,0,0.41,5,1,0.294,0.3,NON SALES,6,1,cold,3.5,1,0,Proposal Sent,12,0.2904,181130,Low,High,Medium,0
lead:00004469,0,1.35,1,0,0.579,0.59,NON SALES,14,1,cold,5.5,0,1,Follow Up / Negot.,14,0.2828,258420,Medium,High,Medium,1
lead:00004470,0,0.06,2,1,0.471,-0.43,NON SALES,4,1,fresh,2.8,1,1,Quotation,21,0.1653,544570,Low,Medium,Medium,1
lead:00004471,0,0.41,4,1,0.403,0.53,NON SALES,12,1,stale,5.5,0,0,Lost,18,0.0634,57680,Low,High,Low,0
lead:00004472,0,0.73,0,0,0.432,0.58,NON SALES,8,1,active,4.5,1,0,Proposal Sent,10,0.3461,83190,Low,Medium,High,0
lead:00004473,0,0.0,0,0,0.458,-0.55,NON SALES,8,1,active,4.1,0,0,Quotation,176,0.0251,64960,Low,Low,Low,0
lead:00004474,0,0.68,1,0,0.474,0.22,NON SALES,8,1,stale,4.5,1,1,Follow Up / Negot.,11,0.3649,203550,Medium,Medium,High,1
lead:00004475,1,1.3,0,0,0.538,-0.62,SALES,6,1,cold,3.6,1,0,Quotation,26,0.1343,80080,Medium,Low,Medium,0
lead:00004476,1,1.07,5,1,0.427,0.34,NON SALES,11,1,stale,5.5,1,1,Contract Sent,7,0.7072,159300,High,High,High,1
lead:00004477,0,1.14,6,1,0.43,0.84,NON SALES,5,1,active,2.7,1,1,Sales Qualified,5,0.3925,741630,Medium,Medium,Low,0
lead:00004478,0,1.94,1,1,0.56,-0.01,SALES,12,1,stale,5.7,0,0,Follow Up / Negot.,24,0.1694,17360,High,High,Low,0
lead:00004479,0,0.04,7,1,0.45,-0.49,NON SALES,8,1,active,4.6,1,0,Closed,0,6.0,134520,Low,Medium,High,1
lead:00004480,0,0.5,0,0,0.441,0.54,NON SALES,7,1,active,4.2,1,0,Quotation,13,0.2774,145730,Medium,High,High,0
lead:00004481,1,0.52,0,0,0.337,0.14,NON SALES,9,1,stale,4.4,1,1,Contract Sent,15,0.329,593540,Low,Medium,Medium,0
lead:00004482,0,0.52,0,0,0.381,0.35,NON SALES,15,1,stale,6.3,1,1,Closed,0,6.0,785290,Low,Low,High,0
lead:00004483,1,1.25,6,1,0.542,0.03,SALES,2,1,fresh,1.8,1,0,Quotation,23,0.1546,182310,High,Low,Medium,1
lead:00004484,1,0.89,0,0,0.527,-0.47,SALES,11,1,stale,5.4,1,1,Quotation,30,0.1106,599440,Medium,High,Medium,1
lead:00004485,1,1.45,1,0,0.641,0.83,SALES,15,1,stale,6.4,0,0,On Hold,88,0.0268,68320,High,Low,Low,1
lead:00004486,1,1.78,5,1,0.544,-0.29,SALES,13,1,stale,5.9,1,0,Proposal Sent,116,0.0228,285560,Medium,Medium,Low,1
lead:00004487,0,2.44,0,0,0.583,0.12,SALES,21,1,stale,8.4,1,1,Sales Qualified,3,0.6577,479080,High,Low,High,1
lead:00004488,1,1.74,1,1,0.592,-0.38,SALES,13,1,cold,5.7,0,0,Sales Follow Up,6,0.4096,84960,High,High,Low,1
lead:00004489,0,0.21,1,0,0.515,0.34,NON SALES,14,1,stale,6.3,1,1,Sales Qualified,6,0.3343,155170,Low,High,Low,1
lead:00004490,0,0.71,2,1,0.444,0.28,NON SALES,6,1,active,3.6,1,0,Lost,46,0.0183,77280,Medium,Low,Medium,1
lead:00004491,1,1.31,0,0,0.512,0.51,NON SALES,7,1,cold,3.8,1,0,Follow Up / Negot.,21,0.1851,74480,High,Low,High,1
lead:00004492,0,0.51,0,0,0.346,0.49,NON SALES,7,1,stale,4.4,1,0,Closed,1,5.9947,217120,Low,High,High,0
lead:00004493,1,0.65,0,0,0.447,0.13,NON SALES,9,1,cold,4.4,1,0,Quotation,25,0.1403,149270,Medium,Medium,High,1
lead:00004494,1,2.83,0,0,0.668,0.35,SALES,7,1,cold,3.6,1,0,Lost,15,0.0604,139240,High,High,Low,1
lead:00004495,1,0.78,1,0,0.585,-0.48,NON SALES,2,1,fresh,1.3,1,0,Manual Follow Up,18,0.1354,24640,Medium,Low,High,1
lead:00004496,0,0.41,0,0,0.443,0.38,NON SALES,13,1,cold,5.9,0,1,Sales Qualified,12,0.1587,571120,Low,Medium,Low,0
lead:00004497,0,0.89,1,1,0.649,-0.77,SALES,7,1,active,3.9,1,0,Closed,0,6.0,77280,Medium,Medium,High,1
lead:00004498,1,0.58,0,0,0.445,0.5,NON SALES,11,1,fresh,5.1,1,0,Quotation,11,0.328,22400,Medium,High,High,0
lead:00004499,0,0.29,0,0,0.44,-0.66,NON SALES,7,1,cold,4.0,0,0,Sales Follow Up,8,0.322,111510,Low,Medium,Low,0
lead:00004500,1,0.56,7,1,0.531,0.02,NON SALES,10,1,fresh,4.4,1,1,Closed,0,6.0,206500,High,Medium,High,1
lead:00004501,0,1.39,1,0,0.514,0.24,SALES,8,1,cold,4.6,1,1,Follow Up / Negot.,24,0.1575,746350,Medium,Medium,Medium,1
lead:00004502,1,2.36,0,0,0.644,0.42,SALES,5,0,active,3.8,0,0,Quotation,10,0.3568,33600,High,Medium,Low,1
lead:00004503,0,1.88,0,0,0.637,0.45,SALES,14,1,fresh,6.2,1,1,Contract Sent,7,0.7071,376420,High,High,High,0
lead:00004504,1,0.35,0,0,0.488,-0.8,NON SALES,7,1,stale,3.3,1,0,Quotation,20,0.1687,43120,Low,Medium,Medium,0
lead:00004505,0,0.19,0,0,0.387,0.46,NON SALES,2,1,fresh,1.1,0,0,Quotation,18,0.1957,200600,Low,Low,Low,0
lead:00004506,1,0.65,3,1,0.375,0.44,NON SALES,10,1,stale,4.6,0,0,Sales Follow Up,5,0.4902,81760,Medium,High,Low,1
lead:00004507,1,0.0,1,0,0.529,-0.24,NON SALES,1,0,cold,0.7,1,0,Closed,3,2.0004,180540,Low,Low,High,1
lead:00004508,0,0.92,2,1,0.426,0.47,NON SALES,7,1,cold,3.6,1,0,Sales Follow Up,15,0.1745,65520,Medium,Medium,Medium,1
lead:00004509,0,0.2,3,1,0.423,-0.08,NON SALES,3,1,stale,2.0,1,1,Follow Up / Negot.,35,0.1046,252520,Low,Low,Medium,0
lead:00004510,1,2.72,1,0,0.704,0.34,SALES,11,1,active,5.6,0,0,Quotation,8,0.4357,76720,High,High,Low,1
lead:00004511,0,0.0,0,0,0.434,-0.6,NON SALES,7,1,active,4.0,0,0,Quotation,26,0.128,181720,Low,High,Low,1
lead:00004512,0,0.11,0,0,0.297,0.14,NON SALES,14,1,fresh,6.0,0,0,Quotation,19,0.1895,453710,Low,High,Low,0
lead:00004513,0,1.14,0,0,0.611,-0.55,SALES,14,1,active,6.2,1,1,Contract Sent,3,1.6686,672600,Medium,High,High,0
lead:00004514,0,1.22,7,1,0.502,0.47,NON SALES,13,1,cold,6.1,1,0,Follow Up / Negot.,32,0.1292,273170,Medium,Medium,Medium,0
lead:00004515,0,1.28,0,0,0.586,0.56,NON SALES,5,1,stale,3.2,1,0,Quotation,21,0.1722,31360,Medium,Medium,Medium,1
lead:00004516,1,0.63,0,0,0.501,0.33,NON SALES,10,1,stale,4.8,1,1,Closed,3,2.0015,307980,Medium,High,High,0
lead:00004517,0,0.47,0,0,0.496,-0.42,NON SALES,9,1,active,4.7,1,1,Sales Qualified,8,0.2506,641330,Low,Medium,Medium,0
lead:00004518,1,1.45,0,0,0.584,-0.53,SALES,7,1,active,4.0,1,1,New Lead,4,0.2597,225380,Medium,High,Medium,0
lead:00004519,1,1.15,0,0,0.501,0.02,SALES,7,1,cold,4.4,1,1,Lost,39,0.0205,241310,Medium,Low,High,1
lead:00004520,1,1.94,0,0,0.589,0.09,SALES,14,1,stale,6.7,0,1,Manual Follow Up,25,0.1036,224200,High,High,Low,0
lead:00004521,1,2.39,0,0,0.71,-0.59,SALES,10,1,fresh,5.1,0,0,On Hold,46,0.0419,202370,High,High,Low,1
lead:00004522,1,0.89,5,1,0.454,0.61,NON SALES,2,1,stale,1.8,1,0,Quotation,9,0.3887,437190,Medium,Low,Medium,0
lead:00004523,1,2.04,0,0,0.571,-0.01,SALES,1,0,fresh,1.2,1,0,Follow Up / Negot.,32,0.1186,235410,High,Low,Medium,1
lead:00004524,0,1.12,1,1,0.558,0.27,SALES,1,0,cold,1.9,1,1,Follow Up / Negot.,14,0.2943,613600,Medium,Low,High,1
lead:00004525,1,2.21,6,1,0.702,-0.53,SALES,11,1,active,5.3,1,1,Contract Sent,3,1.6703,205910,High,Medium,High,1
lead:00004526,1,0.21,0,0,0.476,-0.44,NON SALES,19,1,stale,8.0,1,0,Quotation,23,0.1452,239540,Low,Medium,Medium,0
lead:00004527,0,0.36,1,0,0.3,0.22,NON SALES,3,1,cold,1.9,1,1,Sales Qualified,4,0.5083,556370,Low,Low,Medium,0
lead:00004528,0,0.55,2,1,0.35,0.92,NON SALES,11,1,cold,5.0,1,0,Quotation,16,0.2109,250160,Medium,Medium,High,1
lead:00004529,1,2.04,1,1,0.575,-0.39,SALES,8,1,active,4.2,0,0,Sales Follow Up,8,0.3065,29680,High,Medium,Low,1
lead:00004530,1,2.31,0,0,0.588,-0.21,SALES,6,0,fresh,2.7,1,0,Quotation,14,0.2472,22960,High,Medium,High,1
lead:00004531,1,1.52,0,0,0.538,0.25,SALES,10,1,cold,5.0,1,0,Closed,2,3.0057,34160,Medium,Medium,High,0
lead:00004532,0,0.38,0,0,0.457,-0.51,NON SALES,9,1,active,4.4,1,1,Quotation,16,0.2092,230690,Low,Medium,High,0
lead:00004533,0,0.74,1,0,0.43,0.44,NON SALES,6,1,active,3.7,1,1,Contract Sent,15,0.3258,585280,Medium,Low,Medium,1
lead:00004534,1,1.36,3,1,0.508,0.11,SALES,8,1,active,3.7,1,1,Contract Sent,10,0.5001,431880,High,High,High,1
lead:00004535,1,1.55,0,0,0.52,-0.53,SALES,8,1,cold,4.0,0,0,Follow Up / Negot.,25,0.164,293230,Medium,High,Low,0
lead:00004536,1,1.16,0,0,0.543,-0.04,SALES,12,1,stale,5.9,1,1,Proposal Sent,17,0.2152,738680,Medium,High,Medium,1
lead:00004537,0,0.0,7,1,0.461,-0.4,NON SALES,11,1,active,5.1,1,0,Lost,31,0.0309,80640,Low,High,Low,0
lead:00004538,0,0.35,6,1,0.507,0.11,NON SALES,10,1,fresh,3.9,1,1,New Lead,5,0.1918,450760,Low,Medium,Low,1
lead:00004539,0,0.36,0,0,0.417,0.33,NON SALES,11,1,cold,5.3,1,0,Quotation,13,0.2767,40320,Low,High,Medium,0
lead:00004540,0,0.99,0,0,0.424,0.41,NON SALES,16,1,cold,6.7,0,1,Manual Follow Up,17,0.1507,825410,Low,Medium,Low,0
lead:00004541,1,1.32,3,0,0.587,0.33,SALES,6,1,active,3.1,0,0,Follow Up / Negot.,34,0.1078,82880,Medium,Medium,Low,1
lead:00004542,1,0.83,5,1,0.385,0.2,NON SALES,8,1,active,4.6,1,0,Follow Up / Negot.,13,0.3103,59360,Medium,High,Medium,0
lead:00004543,0,0.43,1,0,0.273,0.28,NON SALES,12,1,stale,6.1,0,0,On Hold,50,0.031,269040,Low,High,Low,0
lead:00004544,1,1.59,3,1,0.602,0.37,SALES,11,1,stale,5.4,0,0,Lost,53,0.0205,121540,High,High,Low,1
lead:00004545,0,0.0,1,0,0.403,0.04,NON SALES,14,1,stale,6.0,1,0,Closed,1,6.0065,242490,Low,High,High,0
lead:00004546,0,2.12,0,0,0.546,0.36,SALES,14,1,cold,6.2,1,0,Quotation,17,0.2129,149270,Medium,High,Medium,1
lead:00004547,1,2.12,3,1,0.638,-0.11,SALES,8,1,active,3.9,1,1,Manual Follow Up,9,0.2748,126850,High,High,High,1
lead:00004548,0,2.27,1,0,0.677,0.6,SALES,5,1,fresh,3.0,1,1,Follow Up / Negot.,33,0.1237,243080,High,Medium,Medium,1
lead:00004549,0,0.63,5,1,0.505,0.25,NON SALES,11,1,active,5.7,1,0,Quotation,15,0.2431,431290,Medium,High,Low,0
lead:00004550,0,0.54,1,0,0.451,-0.06,NON SALES,5,1,cold,3.2,0,1,On Hold,27,0.0567,617140,Medium,High,Low,0
lead:00004551,1,0.81,0,0,0.432,0.03,NON SALES,14,1,active,6.1,1,0,Demo Scheduled,20,0.1471,56560,Medium,High,Medium,1
lead:00004552,1,1.23,1,0,0.584,-0.4,SALES,3,1,active,1.3,1,1,Sales Qualified,11,0.1762,205320,Medium,Low,Medium,1
lead:00004553,0,0.9,6,1,0.369,0.25,NON SALES,2,1,cold,1.5,1,1,Sales Qualified,10,0.1954,539850,Medium,Low,Medium,0
lead:00004554,0,0.65,4,1,0.48,0.52,NON SALES,2,1,fresh,1.3,0,0,Manual Follow Up,22,0.1199,187620,Medium,Low,Low,0
lead:00004555,0,0.38,0,0,0.489,0.15,NON SALES,8,1,fresh,3.7,1,1,Closed,0,6.0,315060,Low,Medium,High,0
lead:00004556,0,1.14,1,1,0.537,0.58,SALES,6,1,active,3.9,0,1,Manual Follow Up,20,0.1293,481440,Medium,Medium,Low,1
lead:00004557,1,0.94,1,1,0.411,0.51,NON SALES,8,1,cold,3.9,1,1,Follow Up / Negot.,23,0.1783,226560,Medium,High,High,0
lead:00004558,0,2.85,0,0,0.624,0.17,SALES,13,1,active,5.7,1,0,Quotation,18,0.1877,64960,High,High,Medium,1
lead:00004559,1,0.0,2,0,0.277,-0.37,NON SALES,7,1,active,4.0,1,0,Sales Follow Up,8,0.3054,198830,Low,High,Medium,0
lead:00004560,0,0.31,1,0,0.393,-0.25,NON SALES,6,1,cold,3.8,1,0,Follow Up / Negot.,34,0.1225,193520,Low,Medium,High,0
lead:00004561,1,2.32,3,1,0.684,-0.11,SALES,1,0,stale,1.5,1,1,Follow Up / Negot.,15,0.2722,795320,High,Low,Medium,1
lead:00004562,1,1.49,1,1,0.537,0.47,SALES,11,1,cold,5.3,0,1,Sales Qualified,163,0.0182,284970,High,Medium,Low,1
lead:00004563,1,1.23,0,0,0.589,0.25,NON SALES,8,1,cold,3.5,1,0,Quotation,21,0.1585,56000,Medium,High,Medium,0
lead:00004564,1,2.83,1,0,0.629,0.34,SALES,12,1,stale,5.2,1,0,Closed,1,5.9942,29680,High,High,High,1
lead:00004565,1,1.19,0,0,0.493,0.5,NON SALES,17,1,active,6.2,1,1,Proposal Sent,13,0.2769,283200,Medium,Low,High,1
lead:00004566,1,1.36,4,1,0.549,0.52,NON SALES,6,1,fresh,2.8,1,0,Lost,24,0.0395,330400,High,Medium,Low,1
lead:00004567,0,0.7,0,0,0.417,0.26,NON SALES,11,1,fresh,4.7,1,0,Closed,2,2.9905,71680,Low,High,High,1
lead:00004568,0,0.37,1,0,0.292,0.15,NON SALES,8,1,active,4.0,1,1,Closed,3,2.0032,703280,Low,Medium,High,0
lead:00004569,1,0.09,0,0,0.305,0.21,NON SALES,7,1,cold,4.1,0,0,Quotation,16,0.2275,15680,Low,Low,Low,1
lead:00004570,0,0.64,0,0,0.533,-0.34,NON SALES,15,1,cold,5.9,1,0,Contract Sent,9,0.5641,390580,Low,High,High,0
lead:00004571,1,0.68,0,0,0.52,0.17,NON SALES,13,1,cold,5.5,1,1,Demo Scheduled,5,0.5983,628350,Medium,Medium,Medium,0
lead:00004572,1,1.57,0,0,0.59,0.81,NON SALES,6,1,stale,3.9,1,1,Closed,1,5.9957,333350,Medium,Medium,High,0
lead:00004573,1,2.74,0,0,0.68,0.27,SALES,2,1,fresh,1.6,1,1,Sales Qualified,6,0.3243,569350,High,Low,Medium,1
lead:00004574,1,1.13,0,0,0.566,-0.08,SALES,15,1,active,6.8,1,1,Contract Sent,13,0.3756,175230,Medium,High,High,0
lead:00004575,0,0.05,4,1,0.38,0.28,NON SALES,6,1,cold,3.5,1,0,Closed,1,6.0095,58240,Low,Medium,High,0
lead:00004576,1,1.6,4,1,0.634,0.82,SALES,12,1,stale,5.4,1,1,Closed,2,2.9954,266680,High,Medium,High,1
lead:00004577,0,0.58,1,0,0.362,0.62,NON SALES,15,1,cold,6.6,1,1,Lost,34,0.0233,404150,Low,High,Low,0
lead:00004578,1,1.23,1,1,0.582,0.11,SALES,8,1,cold,4.4,1,1,Quotation,27,0.1331,630120,High,Low,Medium,1
lead:00004579,1,0.71,1,0,0.542,-0.21,NON SALES,12,1,active,5.3,1,1,Lost,21,0.0569,283200,Medium,High,Low,0
lead:00004580,1,1.51,0,0,0.506,0.57,SALES,3,0,cold,2.4,1,0,Closed,0,6.0,338070,Medium,Low,High,1
lead:00004581,1,2.27,3,1,0.69,-0.22,SALES,1,0,active,1.3,1,1,On Hold,40,0.0396,677320,High,Low,Low,1
lead:00004582,1,0.72,0,0,0.547,-0.33,SALES,8,1,active,4.4,1,1,Contract Sent,11,0.4467,403560,Medium,High,High,1
lead:00004583,0,0.31,0,0,0.481,0.06,NON SALES,12,1,fresh,5.4,1,0,Demo Scheduled,6,0.5041,167560,Low,High,High,0
lead:00004584,1,2.22,6,1,0.635,0.54,SALES,3,1,stale,3.0,1,1,Closed,3,2.0006,769360,High,Low,High,1
lead:00004585,1,0.89,1,0,0.408,0.22,NON SALES,4,1,active,2.4,1,1,Follow Up / Negot.,30,0.1373,464330,Medium,Low,High,1
lead:00004586,1,2.3,1,0,0.698,0.48,SALES,5,1,cold,3.6,1,0,Follow Up / Negot.,15,0.2712,19600,High,Low,Medium,1
lead:00004587,0,0.24,0,0,0.366,0.16,NON SALES,5,0,active,2.4,1,0,Lost,16,0.0615,176410,Low,Medium,Medium,1
lead:00004588,0,2.04,2,0,0.552,0.15,SALES,8,1,fresh,4.5,1,0,Quotation,15,0.2268,97350,High,Medium,High,1
lead:00004589,1,1.25,0,0,0.56,0.42,NON SALES,13,1,cold,5.7,1,1,Follow Up / Negot.,10,0.4093,193520,Medium,High,High,1
lead:00004590,1,3.18,1,0,0.631,0.84,SALES,3,1,active,1.8,1,0,Quotation,26,0.1402,193520,High,Low,Medium,1
lead:00004591,1,1.79,6,1,0.6,-0.05,SALES,3,1,cold,1.9,1,0,Follow Up / Negot.,23,0.1759,29120,High,Low,Medium,1
lead:00004592,1,2.65,0,0,0.717,0.4,SALES,14,1,cold,6.2,1,1,Follow Up / Negot.,25,0.1623,425390,High,Low,High,1
lead:00004593,1,2.55,2,0,0.581,0.49,SALES,10,1,active,5.4,0,0,Sales Follow Up,94,0.0212,224200,High,High,Low,1
lead:00004594,0,0.76,1,0,0.399,0.15,NON SALES,15,1,stale,6.5,1,0,Contract Sent,15,0.3265,29680,Low,Low,High,0
lead:00004595,0,0.61,4,1,0.429,0.54,NON SALES,13,1,cold,6.3,1,1,Sales Follow Up,15,0.1736,147500,Medium,Medium,High,0
lead:00004596,1,1.43,1,0,0.621,-0.56,SALES,3,0,active,1.4,1,0,New Lead,3,0.3367,28560,Medium,Low,Medium,0
lead:00004597,1,2.0,0,0,0.601,-0.34,SALES,10,1,active,4.4,0,0,Sales Qualified,5,0.3918,52080,High,Medium,Low,1
lead:00004598,1,1.63,0,0,0.539,0.16,SALES,7,1,cold,3.7,1,0,Follow Up / Negot.,28,0.1439,340430,Medium,Low,Medium,1
lead:00004599,1,2.74,1,0,0.679,0.45,SALES,11,1,cold,5.0,0,0,Follow Up / Negot.,17,0.2388,308570,High,High,Low,1
lead:00004600,0,0.33,0,0,0.457,0.25,NON SALES,15,1,active,6.4,1,0,Closed,2,2.9957,438370,Low,High,Medium,0
lead:00004601,1,1.77,0,0,0.699,-0.45,SALES,4,1,stale,3.5,1,0,On Hold,44,0.043,22960,Medium,Medium,Medium,1
lead:00004602,0,0.17,0,0,0.466,-0.67,NON SALES,16,1,stale,6.5,1,0,Quotation,18,0.1858,129800,Low,Medium,High,0
lead:00004603,1,3.33,5,1,0.716,0.56,SALES,15,1,stale,6.3,0,0,Sales Follow Up,9,0.268,189390,High,High,Low,1
lead:00004604,1,0.76,0,0,0.513,-0.55,SALES,9,1,cold,4.2,1,1,Quotation,21,0.1623,598850,Medium,High,Medium,1
lead:00004605,1,0.0,4,1,0.499,-0.62,NON SALES,14,1,active,6.2,1,0,Follow Up / Negot.,19,0.2142,238950,Low,High,Medium,1
lead:00004606,0,0.51,0,0,0.408,-0.04,NON SALES,18,1,cold,7.4,1,0,Quotation,29,0.1124,205320,Low,Low,Low,0
lead:00004607,1,0.32,3,1,0.476,-0.46,NON SALES,2,1,fresh,1.4,0,0,Sales Follow Up,7,0.351,256650,Low,Low,Low,0
lead:00004608,1,2.63,1,0,0.666,0.42,SALES,5,1,cold,2.8,0,0,Sales Follow Up,14,0.1729,53200,High,Medium,Low,1
lead:00004609,0,0.47,3,0,0.344,0.72,NON SALES,1,0,stale,0.9,1,1,Closed,1,5.9996,443680,Low,Low,High,0
lead:00004610,1,2.7,1,1,0.68,0.54,SALES,12,1,stale,5.6,1,0,Quotation,11,0.3086,106790,High,High,High,1
lead:00004611,1,2.15,2,1,0.675,0.05,SALES,7,1,stale,3.8,1,0,On Hold,29,0.0614,100890,High,Medium,Medium,1
lead:00004612,1,0.21,1,0,0.449,-0.39,NON SALES,3,0,stale,1.9,1,0,Closed,0,6.0,36960,Low,Low,High,0
lead:00004613,0,2.38,4,1,0.55,0.53,SALES,5,0,cold,2.6,1,0,On Hold,21,0.0705,395890,High,Medium,Low,1
lead:00004614,0,0.62,1,0,0.427,0.62,NON SALES,12,1,cold,5.6,1,0,Contract Sent,8,0.6303,68880,Medium,High,High,0
lead:00004615,0,1.28,2,1,0.472,0.71,NON SALES,17,1,cold,7.1,1,1,Closed,1,5.9972,263730,Medium,Medium,High,1
lead:00004616,0,1.67,5,1,0.444,0.47,NON SALES,2,1,cold,1.4,1,0,Sales Follow Up,10,0.2512,30800,Medium,Low,Medium,1
lead:00004617,1,1.33,4,1,0.563,0.44,SALES,3,1,fresh,1.6,1,1,Sales Qualified,11,0.1856,293820,High,Low,Medium,1
lead:00004618,0,1.1,3,1,0.58,0.4,NON SALES,6,1,active,3.8,1,1,Closed,2,2.9967,419490,Medium,Medium,High,1
