,product_type,product_complexity,product_base_price,product_tax_rate,price_tier,capacity_tons,capacity_bin,product_x_capacity,total_price_with_tax,capacity_price_ratio,quotation_sent,is_enterprise_deal,industry_close_rate,pipeline_stage,is_repeat_customer,days_in_pipeline,pipeline_velocity,sale_score
3,11,3,2,18,2,1,1,37,2,1,1,1,2,1,0,1,3,0.9071
3,11,3,2,18,2,2,3,38,2,2,1,0,2,10,0,2,2,0.6059
2,21,2,1,12,1,1,1,75,1,2,1,0,2,1,0,1,3,0.8971
3,22,4,2,18,3,2,3,79,2,2,0,1,2,8,0,3,1,0.1415
1,2,3,2,18,3,3,4,6,2,2,0,0,1,11,0,2,2,0.1673
3,11,4,2,18,2,2,3,38,2,2,1,1,3,4,0,3,2,0.8677
1,19,4,2,18,3,3,5,69,2,3,1,0,2,5,1,3,1,0.8038
1,10,4,2,18,3,3,4,34,2,2,0,1,2,12,0,3,1,0.0971
2,8,1,1,12,1,2,2,29,1,3,0,0,3,12,0,2,2,0.2422
1,4,4,3,18,4,3,5,14,3,2,1,1,1,10,0,2,2,0.4728
2,15,1,1,12,1,1,1,52,1,3,0,0,3,6,0,2,2,0.3499
1,18,4,3,18,3,3,5,65,3,3,1,1,2,4,1,3,2,0.9324
3,5,3,2,18,2,3,4,18,2,3,0,0,3,7,0,1,3,0.455
1,10,3,2,18,3,2,3,33,2,2,0,1,1,8,0,3,1,0.1338
1,12,5,3,18,3,2,2,44,3,1,1,0,2,1,1,1,3,0.948
3,16,3,2,18,2,2,3,56,2,2,1,0,2,9,0,2,2,0.6236
2,21,3,1,12,2,1,1,75,1,2,1,0,3,4,1,2,2,0.9259
1,12,4,2,18,3,3,5,43,2,3,0,0,2,12,1,1,3,0.5737
3,22,3,2,18,2,3,4,80,2,3,1,0,2,4,0,2,2,0.7401
1,1,5,3,18,4,2,3,1,3,1,1,1,1,4,0,2,2,0.6104
1,12,5,3,18,3,2,3,41,3,1,1,0,1,1,0,1,3,0.7777
2,8,2,1,12,1,2,2,29,1,3,1,0,3,5,1,2,1,0.7969
1,10,4,2,18,3,3,4,34,2,3,1,1,2,2,0,1,3,0.8751
1,17,4,3,18,3,3,4,60,3,2,0,0,2,12,0,2,2,0.1047
2,7,1,1,12,1,1,1,24,1,3,1,0,2,4,1,2,2,0.938
1,1,5,3,18,4,2,3,1,3,1,0,1,1,9,0,3,1,0.0739
2,14,2,1,12,2,2,2,51,1,2,1,0,2,1,1,1,3,0.9723
1,2,4,2,18,3,2,3,5,2,2,1,1,2,2,0,1,3,0.8792
2,8,2,1,12,1,2,3,28,1,3,0,0,3,12,0,1,2,0.1261
1,10,3,2,18,3,3,4,34,2,3,0,0,2,5,1,3,1,0.4409
2,15,1,1,12,1,1,1,52,1,3,1,0,2,10,0,3,1,0.4911
3,20,5,2,18,3,2,3,72,2,2,1,0,2,1,0,1,3,0.8574
3,22,3,2,18,3,2,3,79,2,2,0,0,1,12,0,2,2,0.1477
1,1,5,3,18,4,3,4,2,3,2,1,1,1,12,0,1,3,0.5851
3,20,4,2,18,3,2,2,74,2,2,1,0,2,2,1,1,3,0.9641
3,11,3,2,18,2,2,3,38,2,2,0,0,3,6,0,2,1,0.1057
1,19,3,2,18,3,3,4,68,2,2,1,1,1,8,0,3,1,0.4828
1,2,3,2,18,3,3,4,6,2,3,1,0,2,2,1,1,3,0.9639
3,20,5,2,18,3,1,1,71,2,1,0,0,2,9,1,2,2,0.4863
2,15,1,1,12,1,2,2,54,1,3,0,0,3,7,0,1,2,0.2164
1,10,4,2,18,3,3,4,34,2,2,1,0,2,6,0,2,1,0.3432
2,14,3,2,12,2,2,2,51,2,2,1,1,2,1,1,1,3,0.9642
2,7,2,1,12,1,1,1,24,1,3,1,0,3,12,0,1,2,0.4799
1,18,5,3,18,3,3,4,64,3,2,1,1,2,12,0,1,2,0.2988
3,22,4,2,18,3,2,3,79,2,2,1,1,2,7,0,1,3,0.8101
1,10,3,2,18,3,2,3,33,2,2,1,0,2,5,1,3,1,0.8204
3,22,3,2,18,3,2,2,81,2,1,1,0,1,10,0,2,2,0.5878
3,11,4,2,18,2,2,3,38,2,2,1,0,2,1,1,1,3,0.9657
1,4,4,3,18,4,2,3,12,3,1,1,1,2,9,1,2,2,0.8191
3,5,4,2,18,2,3,4,18,2,3,0,0,3,11,0,3,1,0.115
1,4,4,3,18,4,3,5,14,3,2,1,1,1,10,1,2,2,0.7827
3,6,4,2,18,3,2,3,21,2,2,0,0,2,12,0,1,3,0.2752
2,3,3,1,12,2,2,3,10,1,3,1,0,3,4,1,2,2,0.9273
1,2,3,2,18,3,2,3,5,2,2,1,1,1,4,0,2,2,0.7452
2,14,2,2,12,2,1,1,49,2,1,0,0,3,11,0,2,2,0.1612
2,15,1,1,12,1,1,1,52,1,3,1,0,3,2,1,2,2,0.9509
1,17,4,3,18,3,3,4,60,3,2,1,1,2,9,0,2,2,0.5362
2,9,1,1,12,1,2,3,31,1,3,0,0,3,11,0,2,2,0.239
1,17,3,3,18,3,2,2,62,3,1,1,1,2,4,0,2,2,0.7035
2,15,1,1,12,1,1,1,52,1,3,1,0,2,1,0,1,3,0.9047
2,9,2,1,12,1,1,1,30,1,3,1,0,3,6,0,2,1,0.4514
1,1,5,3,18,4,3,4,2,3,1,1,1,1,4,1,2,2,0.8654
3,5,3,2,18,2,1,1,16,2,1,0,0,2,12,0,2,2,0.1879
3,20,5,2,18,3,2,3,72,2,2,1,0,2,3,0,2,2,0.7121
3,20,4,2,18,3,2,3,72,2,2,0,0,3,8,0,3,1,0.1323
3,13,3,2,18,2,3,4,47,2,3,1,0,2,4,0,2,2,0.7464
3,20,5,2,18,3,3,4,73,2,2,1,1,2,4,0,3,2,0.8375
2,7,2,1,12,1,1,1,24,1,2,1,1,2,4,1,3,1,0.8951
2,8,1,1,12,1,1,1,27,1,3,1,0,2,4,1,3,1,0.8819
2,8,2,1,12,1,1,1,27,1,2,0,0,3,12,0,1,2,0.1311
2,15,1,1,12,1,1,1,52,1,2,1,0,3,10,0,3,1,0.5167
1,4,4,3,18,4,2,2,15,3,1,1,1,1,4,0,2,2,0.6623
3,16,4,2,18,2,2,2,58,2,2,1,0,2,1,0,1,3,0.8856
2,9,1,1,12,1,2,2,32,1,3,0,0,3,3,0,3,1,0.2834
1,10,3,2,18,3,2,2,36,2,1,1,1,2,1,0,3,1,0.7078
2,14,2,1,12,2,1,1,49,1,2,1,0,2,7,0,1,2,0.552
3,6,4,2,18,3,1,1,20,2,1,0,0,2,11,0,2,2,0.1817
1,18,5,3,18,3,2,2,66,3,1,0,0,2,12,0,1,3,0.1952
2,3,3,1,12,1,1,1,9,1,2,1,1,3,10,1,2,2,0.9043
1,1,5,3,18,3,2,3,1,3,2,1,0,2,1,1,1,3,0.943
2,21,2,1,12,1,2,2,77,1,2,0,0,3,9,0,2,2,0.2763
3,11,3,2,18,2,1,1,37,2,2,1,1,2,9,0,3,1,0.5251
1,2,3,2,18,3,2,3,5,2,2,1,0,1,2,0,2,3,0.9148
1,17,4,3,18,3,2,3,59,3,2,1,0,1,12,0,1,3,0.5479
2,9,2,1,12,1,1,1,30,1,3,1,0,2,1,1,1,3,0.9729
2,14,3,2,12,2,1,1,49,2,2,1,0,2,1,1,1,3,0.9545
3,16,4,2,18,2,2,3,56,2,2,0,0,2,11,0,2,2,0.1727
3,11,4,2,18,2,3,4,39,2,3,1,1,3,9,1,2,2,0.898
3,5,4,2,18,2,3,4,18,2,3,1,0,2,10,0,2,2,0.6039
1,17,3,3,18,3,2,2,62,3,1,0,1,1,4,0,3,2,0.3979
2,15,1,1,12,1,1,1,52,1,1,0,0,3,7,0,1,2,0.2065
3,16,4,2,18,2,2,2,58,2,2,1,0,2,10,0,1,3,0.7555
3,5,3,2,18,2,1,1,16,2,1,1,0,2,10,1,2,2,0.8715
1,1,5,3,18,4,2,3,1,3,1,1,1,1,10,1,2,2,0.7734
2,9,1,1,12,1,2,3,31,1,3,1,0,2,4,1,2,2,0.9323
3,13,2,2,18,2,2,2,48,2,2,0,0,3,6,0,2,2,0.3502
1,12,5,3,18,4,3,5,43,3,3,0,1,1,8,1,2,1,0.1529
1,19,4,3,18,3,3,4,68,3,2,1,1,2,12,0,2,2,0.4624
3,16,3,2,18,2,1,1,55,2,2,1,0,3,1,0,1,3,0.8969
1,12,4,3,18,4,3,5,43,3,3,0,1,1,9,0,2,2,0.139
3,6,5,2,18,3,2,2,23,2,1,1,0,2,10,0,3,1,0.4225
2,7,1,1,12,1,1,1,24,1,2,0,0,3,8,0,3,1,0.1903
3,16,4,2,18,3,1,1,55,2,1,0,0,2,7,0,1,2,0.1429
3,13,3,2,18,2,1,1,45,2,1,0,0,3,10,0,2,2,0.2332
2,7,2,1,12,1,1,1,24,1,3,1,0,2,10,0,2,2,0.6523
2,7,2,1,12,1,2,2,26,1,3,0,0,3,4,1,2,2,0.7318
3,11,3,2,18,2,3,4,39,2,3,1,0,2,1,0,1,3,0.8869
2,3,3,1,12,2,2,2,11,1,2,1,0,3,10,0,2,2,0.6541
1,12,4,3,18,4,3,4,42,3,2,1,1,1,5,1,2,1,0.6229
3,5,4,2,18,2,2,3,17,2,3,1,0,3,10,1,2,2,0.8698
1,12,5,3,18,3,2,3,41,3,2,1,0,2,9,0,2,2,0.4665
3,16,3,2,18,3,2,3,56,2,2,1,0,2,9,1,2,2,0.8619
2,15,1,1,12,1,1,1,52,1,2,1,0,3,4,0,3,1,0.6635
3,22,3,2,18,2,2,2,81,2,2,1,0,3,1,1,1,3,0.9742
1,18,4,3,18,4,3,4,64,3,1,1,1,1,4,0,2,2,0.6184
1,2,4,2,18,3,2,3,5,2,2,1,0,2,5,0,3,1,0.5274
1,2,4,2,18,3,3,5,7,2,3,1,0,2,1,1,1,3,0.9629
2,14,2,1,12,1,2,2,51,1,3,1,0,2,5,0,2,1,0.4617
2,15,1,1,12,1,1,1,52,1,2,1,0,3,4,0,2,2,0.7962
1,4,5,3,18,4,3,4,13,3,2,1,1,2,10,0,2,2,0.4901
3,16,3,2,18,2,2,2,58,2,2,1,1,2,2,1,1,3,0.9739
1,10,4,2,18,3,2,2,36,2,1,1,0,1,4,1,3,1,0.8286
1,18,5,3,18,4,2,3,63,3,1,1,1,1,4,0,2,2,0.5933
1,12,5,3,18,3,3,5,43,3,3,1,0,2,1,0,3,1,0.4948
3,22,4,2,18,3,3,4,80,2,3,1,0,2,1,1,1,3,0.9637
1,19,3,2,18,3,3,4,68,2,3,1,1,2,1,1,1,3,0.9712
1,18,5,3,18,4,2,3,63,3,1,0,1,2,8,0,3,1,0.0839
2,14,2,2,12,2,1,1,49,2,2,1,0,2,10,0,3,1,0.366
2,15,1,1,12,1,1,1,52,1,2,1,1,2,2,0,2,3,0.9506
3,5,4,2,18,2,3,4,18,2,3,1,0,2,2,1,2,2,0.9327
2,3,3,1,12,2,1,1,9,1,2,1,0,2,10,0,2,2,0.618
1,17,4,3,18,4,2,2,62,3,1,1,1,2,10,0,2,2,0.5259
1,4,5,3,18,4,3,5,14,3,2,0,1,1,12,0,1,2,0.0576
3,16,4,2,18,2,2,2,58,2,2,1,1,2,4,0,2,2,0.7787
2,14,2,1,12,2,2,2,51,1,3,1,0,3,5,0,3,1,0.6233
3,5,2,2,18,2,2,2,19,2,2,1,0,2,1,1,1,3,0.9754
2,21,2,1,12,2,1,1,75,1,2,1,0,3,1,0,1,3,0.901
2,14,3,1,12,2,1,1,49,1,1,1,1,3,10,0,3,1,0.5129
1,2,3,3,18,3,2,3,5,3,1,1,1,2,5,0,3,1,0.502
2,21,2,1,12,1,1,1,75,1,1,1,0,3,10,1,2,2,0.8866
1,10,4,2,18,3,2,3,33,2,2,0,0,2,4,0,3,1,0.1629
2,14,2,2,12,2,2,2,51,2,2,0,0,2,12,0,1,3,0.2457
3,6,4,2,18,3,2,2,23,2,2,1,0,2,9,0,2,2,0.6371
2,15,1,1,12,1,1,1,52,1,3,0,0,3,6,0,2,2,0.3499
3,16,4,2,18,2,2,2,58,2,2,0,0,3,8,0,3,1,0.1529
2,21,3,1,12,2,1,1,75,1,2,1,1,3,1,0,1,3,0.9111
2,14,2,2,12,2,2,2,51,2,2,1,0,2,6,0,2,2,0.6435
2,21,2,1,12,1,1,1,75,1,1,1,1,2,1,0,3,1,0.7298
1,1,4,3,18,4,3,5,3,3,2,1,1,2,4,0,2,2,0.6507
2,14,2,1,12,2,1,1,49,1,1,0,0,3,12,1,2,2,0.5052
3,22,5,2,18,2,3,4,80,2,3,1,0,3,4,0,3,1,0.575
1,18,5,3,18,4,3,4,64,3,2,1,1,1,3,0,2,2,0.624
3,6,5,2,18,3,2,3,21,2,2,1,0,2,4,0,2,2,0.7035
1,4,5,3,18,3,3,5,14,3,3,1,1,2,9,0,2,2,0.5217
2,14,3,1,12,2,1,1,49,1,1,1,0,3,10,0,2,2,0.6305
1,19,3,2,18,3,2,3,67,2,2,1,1,2,2,0,2,2,0.7881
3,16,3,2,18,2,2,3,56,2,2,0,0,2,8,0,3,1,0.1346
1,17,4,3,18,3,2,2,62,3,1,1,1,1,4,0,2,2,0.662
3,13,2,2,18,2,1,1,45,2,2,0,0,2,5,0,3,1,0.2006
1,2,4,2,18,3,3,5,7,2,3,0,1,2,10,0,2,2,0.2113
1,2,3,2,18,3,2,3,5,2,2,1,0,1,8,0,3,1,0.4452
3,13,3,2,18,2,2,3,46,2,3,1,1,3,4,1,2,2,0.9404
3,5,4,2,18,2,2,3,17,2,2,0,0,3,8,0,3,1,0.1467
3,20,4,2,18,3,2,3,72,2,2,1,0,1,4,0,2,2,0.6856
3,20,5,2,18,3,1,1,71,2,1,1,0,1,4,1,2,2,0.8939
3,16,4,2,18,2,2,2,58,2,2,0,0,3,11,0,2,2,0.2085
3,11,4,2,18,2,3,4,39,2,3,1,0,3,2,1,2,2,0.9363
1,1,5,3,18,4,2,2,4,3,1,0,1,2,6,0,2,2,0.2176
1,10,3,2,18,3,3,5,35,2,3,1,0,2,9,0,2,2,0.5953
1,10,4,2,18,3,2,3,33,2,2,1,0,1,12,1,2,2,0.7854
2,14,2,2,12,2,2,2,51,2,2,1,0,2,3,0,2,2,0.7102
1,17,3,2,18,3,2,2,62,2,1,0,0,2,5,1,3,1,0.4662
1,18,5,3,18,3,2,2,66,3,1,1,0,2,3,0,2,2,0.6461
1,10,4,2,18,3,2,2,36,2,2,0,0,2,4,0,3,1,0.1846
1,2,4,3,18,3,3,4,6,3,3,0,0,2,6,0,2,1,0.0604
2,9,1,1,12,1,1,1,30,1,3,1,0,2,2,1,1,3,0.9724
1,19,3,2,18,3,2,2,70,2,1,1,0,2,2,0,2,3,0.9279
3,6,5,2,18,3,3,4,22,2,3,0,0,2,7,0,1,3,0.374
3,11,4,2,18,2,2,3,38,2,2,1,0,2,4,0,2,2,0.7228
1,17,3,3,18,3,3,4,60,3,2,1,1,1,10,0,2,2,0.5048
1,17,3,3,18,3,2,3,59,3,2,1,1,1,9,1,3,2,0.8913
2,7,2,1,12,1,2,2,26,1,3,1,0,3,1,0,1,3,0.9158
2,21,2,2,12,2,1,1,75,2,1,1,0,2,10,1,2,2,0.8179
2,21,3,1,12,1,1,1,75,1,1,1,0,3,10,0,2,2,0.6414
2,21,3,1,12,2,2,3,76,1,3,1,0,2,10,0,2,2,0.5914
1,12,5,3,18,4,3,4,42,3,2,1,1,1,4,1,2,2,0.8602
3,6,5,2,18,2,1,1,20,2,1,0,0,2,8,0,3,1,0.1298
1,1,4,3,18,3,3,5,3,3,2,1,1,1,4,1,2,2,0.8775
3,16,4,2,18,3,2,2,58,2,2,1,0,2,9,0,2,2,0.6182
1,4,4,3,18,4,2,2,15,3,1,1,1,2,9,0,2,2,0.5674
3,13,3,2,18,2,2,2,48,2,2,1,0,2,1,0,1,3,0.8973
1,19,4,2,18,3,2,3,67,2,2,0,0,2,11,0,2,2,0.1579
2,3,3,1,12,1,2,2,11,1,3,1,0,3,2,1,1,3,0.9733
3,6,5,2,18,3,2,3,21,2,2,0,0,1,9,0,2,2,0.1768
3,13,2,2,18,2,2,3,46,2,3,0,0,2,10,0,2,2,0.222
1,1,4,3,18,4,3,4,2,3,2,1,1,1,2,0,2,3,0.8871
2,15,1,1,12,1,1,1,52,1,1,1,1,3,4,1,2,2,0.9502
2,3,2,1,12,2,1,1,9,1,1,1,0,3,2,1,2,3,0.9848
2,3,2,2,12,2,2,3,10,2,3,0,0,2,5,1,3,1,0.3945
2,9,1,1,12,1,1,1,30,1,2,1,0,3,4,0,2,2,0.7998
3,11,4,2,18,2,3,4,39,2,3,1,0,3,5,0,2,1,0.4241
2,14,3,2,12,2,1,1,49,2,1,1,0,2,11,1,2,1,0.5091
3,6,4,2,18,2,2,2,23,2,2,1,0,2,8,0,3,1,0.5113
1,10,3,2,18,3,3,5,35,2,3,1,0,2,11,0,3,1,0.3771
1,12,4,3,18,3,3,5,43,3,3,1,1,2,2,0,1,3,0.8221
3,11,3,2,18,2,2,3,38,2,2,1,0,2,10,0,1,3,0.7529
1,4,4,3,18,4,2,2,15,3,1,1,1,1,9,0,2,2,0.5408
3,11,4,2,18,2,2,2,40,2,2,1,1,3,2,0,2,3,0.9476
1,4,4,3,18,4,2,3,12,3,1,1,1,1,10,0,3,2,0.6278
2,21,2,1,12,2,2,2,77,1,2,1,0,3,10,0,2,2,0.6581
3,13,3,2,18,2,3,4,47,2,3,1,0,2,1,0,3,1,0.6686
1,19,3,2,18,3,3,4,68,2,3,0,0,1,6,0,2,2,0.2386
1,18,5,3,18,4,3,4,64,3,2,1,1,1,3,1,1,3,0.9296
3,5,2,2,18,2,3,4,18,2,3,1,0,3,4,0,2,2,0.7875
3,20,5,3,18,3,2,2,74,3,1,1,0,2,4,0,2,2,0.6322
1,17,4,3,18,3,2,2,62,3,1,1,1,1,10,0,3,1,0.3489
2,9,1,1,12,1,1,1,30,1,2,1,0,3,5,1,2,1,0.7984
2,8,2,1,12,1,1,1,27,1,2,0,0,3,6,1,2,2,0.6737
1,17,3,3,18,3,2,3,59,3,2,0,0,1,6,0,2,1,0.0533
3,13,2,2,18,2,1,1,45,2,1,1,0,2,1,0,1,3,0.8977
3,5,3,2,18,2,3,4,18,2,3,1,0,3,10,0,2,2,0.6487
2,15,1,1,12,1,1,1,52,1,2,1,0,3,10,0,3,1,0.5167
2,8,1,1,12,1,1,1,27,1,3,1,0,3,5,0,3,1,0.6515
1,4,4,3,18,4,2,2,15,3,1,1,1,1,5,0,3,1,0.4719
2,9,1,1,12,1,1,1,30,1,2,1,0,3,2,0,3,1,0.712
1,4,5,3,18,4,2,3,12,3,1,1,1,1,4,0,3,1,0.4388
1,19,3,3,18,3,2,2,70,3,1,1,1,2,1,0,1,3,0.8658
2,9,2,1,12,1,2,2,32,1,3,1,0,2,10,0,2,2,0.6535
2,7,1,1,12,1,1,1,24,1,2,1,1,3,1,0,1,3,0.9321
3,13,2,2,18,2,2,3,46,2,2,1,0,2,2,0,1,3,0.8834
2,3,3,2,12,2,1,1,9,2,2,0,0,2,7,0,1,3,0.3331
1,12,5,3,18,4,3,5,43,3,3,0,1,2,12,0,3,1,0.0579
2,15,1,1,12,1,2,2,54,1,3,1,1,3,10,0,2,2,0.7322
1,17,4,3,18,3,3,5,61,3,3,0,0,2,10,0,2,2,0.1211
1,2,4,3,18,3,3,4,6,3,3,1,1,2,6,1,2,1,0.6529
2,3,3,1,12,2,2,2,11,1,2,0,1,2,8,0,3,1,0.1776
3,22,3,2,18,3,3,4,80,2,2,1,0,2,10,1,2,2,0.8526
3,11,4,2,18,3,1,1,37,2,1,0,0,2,11,0,2,2,0.1738
3,13,2,2,18,2,2,2,48,2,2,0,1,3,9,0,2,2,0.3268
3,20,4,2,18,3,2,2,74,2,2,1,0,2,10,0,2,2,0.5988
2,7,2,1,12,1,1,1,24,1,3,1,0,3,4,0,2,2,0.794
2,15,1,1,12,1,1,1,52,1,2,1,0,3,10,0,3,1,0.5167
1,12,4,2,18,3,2,2,44,2,2,0,1,1,7,0,1,2,0.1657
1,10,4,2,18,3,3,5,35,2,3,1,1,2,4,1,2,2,0.9172
1,19,3,3,18,3,3,5,69,3,3,1,0,1,1,1,1,3,0.9416
1,17,4,3,18,3,3,5,61,3,2,0,1,2,4,0,3,1,0.1349
1,17,3,3,18,3,2,2,62,3,1,1,0,2,4,0,2,2,0.6598
3,13,3,2,18,2,1,1,45,2,1,1,0,3,3,0,2,2,0.7871
2,3,2,2,12,2,1,1,9,2,1,1,1,2,6,0,2,2,0.6874
3,11,3,2,18,2,1,1,37,2,1,1,0,2,1,1,1,3,0.9698
3,6,5,2,18,3,2,3,21,2,2,0,0,1,6,0,2,1,0.0739
2,14,2,1,12,2,1,1,49,1,2,1,0,2,11,0,1,2,0.4503
1,12,5,3,18,4,3,4,42,3,2,1,1,1,9,0,2,2,0.4791
3,16,4,2,18,2,1,1,55,2,1,1,1,2,9,0,2,2,0.661
3,20,4,2,18,3,3,4,73,2,2,1,1,2,10,1,2,2,0.8686
1,10,3,2,18,3,2,2,36,2,2,1,0,1,4,0,2,2,0.7229
1,17,3,2,18,3,2,3,59,2,2,1,1,2,10,0,1,3,0.7634
1,17,4,3,18,3,3,5,61,3,3,1,1,2,2,0,2,3,0.8925
3,6,5,2,18,3,2,2,23,2,1,1,1,1,12,0,1,2,0.4128
1,4,5,3,18,4,2,3,12,3,1,1,1,1,2,0,2,3,0.8743
3,5,4,2,18,2,1,1,16,2,1,0,0,3,12,0,2,2,0.1915
2,21,2,1,12,2,2,2,77,1,2,1,0,2,9,0,3,1,0.4912
1,18,4,3,18,3,3,4,64,3,2,1,1,2,2,0,2,2,0.7036
1,19,4,3,18,3,3,4,68,3,2,0,0,2,6,0,2,2,0.1789
2,15,1,1,12,1,2,2,54,1,3,1,1,3,1,1,1,3,0.982
2,3,3,2,12,2,2,2,11,2,2,0,0,3,6,0,2,2,0.246
1,10,4,2,18,3,3,4,34,2,2,0,0,2,9,0,2,2,0.1913
1,10,4,2,18,3,3,4,34,2,2,1,0,2,11,0,2,2,0.5344
2,9,2,1,12,1,1,1,30,1,2,1,0,3,1,0,1,3,0.9081
1,1,5,3,18,4,3,5,3,3,2,1,1,1,1,0,1,3,0.8054
3,5,3,2,18,2,2,2,19,2,2,1,0,2,5,1,3,1,0.8607
1,18,4,3,18,4,2,2,66,3,1,1,1,1,8,0,3,1,0.3825
1,18,5,3,18,4,2,2,66,3,1,1,1,2,1,1,1,3,0.9534
3,16,3,2,18,3,2,2,58,2,1,0,0,1,9,0,2,2,0.2089
3,11,3,2,18,2,1,1,37,2,1,1,1,3,7,0,3,1,0.6003
3,13,3,2,18,2,1,1,45,2,2,0,1,3,3,0,2,2,0.4331
2,8,2,1,12,1,2,3,28,1,3,1,0,2,8,0,3,1,0.5193
1,10,4,2,18,3,2,3,33,2,2,1,1,2,12,0,3,1,0.3851
3,16,3,2,18,3,2,2,58,2,1,1,0,2,9,0,3,1,0.4691
2,14,2,1,12,1,2,2,51,1,3,1,1,3,10,0,2,2,0.7197
1,18,5,3,18,4,2,3,63,3,1,1,1,1,10,1,2,2,0.7606
3,16,4,2,18,3,2,3,56,2,2,1,0,2,1,1,1,3,0.9626
2,3,3,1,12,1,1,1,9,1,2,1,0,3,8,0,3,1,0.5433
1,17,3,3,18,3,2,3,59,3,2,1,0,2,10,1,2,2,0.785
3,5,4,2,18,2,2,2,19,2,2,1,1,2,4,0,2,2,0.7915
1,2,4,2,18,3,2,3,5,2,2,1,1,2,1,0,1,3,0.8897
1,12,4,3,18,4,3,5,43,3,2,1,1,1,1,0,1,3,0.8108
1,18,5,3,18,4,2,2,66,3,1,1,1,2,10,0,2,2,0.5062
1,19,4,2,18,3,2,3,67,2,2,1,1,2,9,0,2,2,0.6261
3,5,2,2,18,2,2,2,19,2,2,1,0,3,1,0,1,3,0.9167
1,2,3,2,18,3,3,4,6,2,2,1,1,1,10,0,2,2,0.6184
2,7,2,1,12,1,2,2,26,1,3,1,0,3,10,1,2,2,0.898
3,22,3,2,18,3,2,2,81,2,2,1,1,2,9,0,2,2,0.6839
2,14,2,1,12,2,2,2,51,1,3,0,0,3,11,0,2,2,0.2299
2,15,1,1,12,1,1,1,52,1,2,1,0,2,1,0,1,3,0.9042
1,2,4,2,18,3,3,5,7,2,3,1,0,2,12,0,1,2,0.3653
3,13,2,2,18,2,3,4,47,2,3,0,0,3,7,1,1,3,0.7783
1,19,3,2,18,3,2,3,67,2,2,1,1,2,1,0,1,3,0.8909
1,17,4,2,18,3,3,4,60,2,2,1,0,1,1,1,1,3,0.9572
1,1,5,3,18,4,2,3,1,3,1,0,1,1,5,0,2,1,0.061
2,8,1,1,12,1,1,1,27,1,3,0,0,3,12,0,1,2,0.1417
3,13,2,2,18,2,2,2,48,2,2,0,0,3,6,1,2,2,0.684
2,7,2,1,12,1,1,1,24,1,2,0,0,3,12,0,1,2,0.1336
3,6,5,2,18,3,1,1,20,2,1,1,0,1,1,0,1,3,0.8571
3,5,4,2,18,2,2,2,19,2,2,1,0,2,10,1,2,2,0.8711
2,15,1,1,12,1,1,1,52,1,3,1,0,3,5,0,3,1,0.6416
2,3,2,1,12,2,2,2,11,1,2,1,0,2,2,1,2,2,0.9437
1,12,4,3,18,4,3,4,42,3,2,1,1,1,7,0,1,2,0.3992
3,6,4,2,18,3,2,2,23,2,2,0,0,1,11,0,2,2,0.1776
3,20,5,2,18,3,2,3,72,2,2,1,1,1,1,0,1,3,0.8684
3,6,4,2,18,3,2,2,23,2,2,0,0,1,5,0,3,1,0.1673
1,1,4,3,18,4,2,2,4,3,1,1,1,2,9,0,2,2,0.5701
1,1,4,3,18,4,2,3,1,3,1,1,1,2,5,0,3,1,0.4637
2,21,2,1,12,2,1,1,75,1,1,0,0,3,8,0,3,1,0.1594
2,7,1,1,12,1,1,1,24,1,2,0,0,2,7,1,1,3,0.7866
1,19,4,3,18,3,3,4,68,3,2,1,0,1,12,0,1,2,0.2548
3,20,5,2,18,3,2,3,72,2,2,0,1,2,10,0,3,1,0.1116
1,1,4,3,18,4,2,3,1,3,1,1,1,1,7,0,1,3,0.7132
3,22,5,2,18,3,1,1,78,2,1,1,0,2,9,0,2,2,0.5799
3,22,3,2,18,2,2,2,81,2,2,1,0,2,10,1,3,2,0.9267
2,15,1,1,12,1,1,1,52,1,3,1,0,2,10,0,2,2,0.6566
3,6,5,2,18,3,2,2,23,2,1,1,0,2,2,1,1,3,0.9631
1,4,5,3,18,4,3,4,13,3,2,1,1,1,9,1,2,2,0.7934
2,15,1,1,12,1,1,1,52,1,3,1,0,3,10,1,2,2,0.8954
1,2,4,2,18,3,2,3,5,2,2,1,1,2,12,0,2,2,0.5698
3,13,2,2,18,2,1,1,45,2,2,0,1,3,11,0,2,2,0.2687
3,13,2,2,18,2,2,2,48,2,2,1,0,3,7,0,1,2,0.6107
1,19,4,3,18,3,2,3,67,3,2,0,0,1,11,0,2,2,0.1031
1,17,4,2,18,3,2,2,62,2,1,1,1,2,1,0,1,3,0.8958
2,14,3,1,12,2,1,1,49,1,2,0,0,3,4,0,2,2,0.3471
2,8,2,1,12,1,1,1,27,1,2,1,0,3,11,0,2,2,0.6475
1,12,5,3,18,3,3,5,43,3,3,1,0,1,11,0,2,2,0.3858
2,7,2,1,12,1,1,1,24,1,2,1,0,3,10,1,2,2,0.893
3,5,2,2,18,2,2,2,19,2,2,1,0,2,2,1,2,3,0.9851
2,7,1,1,12,1,1,1,24,1,2,0,0,3,6,0,2,1,0.135
3,20,5,2,18,3,3,4,73,2,2,1,0,1,1,1,1,3,0.9568
3,5,3,2,18,2,2,2,19,2,2,1,0,2,9,0,2,2,0.6695
1,10,4,2,18,3,3,4,34,2,2,0,0,2,8,1,2,1,0.2233
