whatsapp_count,phone_count,email_count,total_interactions,dominant_channel,first_channel,last_channel,is_multi_channel,channel_switch_count,conversation_time_hours,conv_time_bucket,recency_bucket,engagement_depth,channel_x_stage,historical_deals_won,any_followup_responded,followup_response_rate,last_followup_task_type,agent_response_ratio,sale_closed
0.142857143,0.285714286,0.285714286,0.277777778,0,1,0,1,0.6,0.007322176,1,0.33,0.37037037,3,0,1,0.402805611,1,0.93,0.5313
0.857142857,0.142857143,0.857142857,0.722222222,2,2,1,1,0.4,0.035355649,1,0.67,0.777777778,16,0,1,0.592184369,0,1,0.7917
0.571428571,0.571428571,0.285714286,0.555555556,2,2,1,1,0.8,0.176150628,0.5,0.67,0.481481481,16,0,1,0.528056112,2,0.7375,0.8119
1,0.428571429,0.428571429,0.722222222,0,0,2,1,0.8,0.284309623,0,0.67,0.555555556,3,1,1,0.399799599,0,1,0.4908
0,0.428571429,0,0.166666667,1,1,1,0,0,0.478870293,0,0.33,0.481481481,14,0.125,1,0.743486974,4,0.2475,0.6242
0.571428571,1,0.571428571,0.833333333,0,0,0,1,0.8,0.171757322,0.5,0.33,0.37037037,3,0,1,0.643286573,3,0.3425,0.4591
1,0.857142857,1,1,0,0,0,1,0.2,0.028033473,1,0.67,0.333333333,6,0,1,0.865731463,3,0.9675,0.3281
0.714285714,0,0,0.277777778,2,2,2,0,0,0.044142259,1,0,0.37037037,23,0,1,0.788577154,0,1,0.4104
0,0,1,0.388888889,0,0,0,0,0,0.115271967,0.5,0.67,0.296296296,0,0,1,0.714428858,2,0.805,0.8798
0,0,1,0.388888889,0,0,0,0,0,0.095606695,0.5,0.67,0.444444444,0,0,1,0.556112224,1,0.6325,0.8593
1,1,1,1,1,2,1,1,0.8,0.356485356,0,0,0.444444444,15,0,0,0.008016032,0,0.425,0.2976
0,0,0.857142857,0.333333333,0,0,0,0,0,0.140376569,0.5,1,0.518518519,0,0,1,0.606212425,0,0.9575,0.7517
0.571428571,0.571428571,1,0.833333333,1,0,0,1,0.6,0.751046025,0,0,0.518518519,13,0.75,1,0.552104208,1,0.5475,0.7835
0.571428571,0.571428571,1,0.833333333,1,2,2,1,1,0.337238494,0,0,0.37037037,11,0,1,0.610220441,2,0.355,0.2877
0.571428571,0,0,0.222222222,2,2,2,0,0,0.097698745,0.5,0.33,0.37037037,17,0,0,0.190380762,3,0.0275,0.4099
1,0,0,0.388888889,2,2,2,0,0,0.175732218,0.5,0.33,0.62962963,17,0,0,0.088176353,3,0.1525,0.4346
0.857142857,0.857142857,0.714285714,0.944444444,0,0,1,1,0.6,0.189121339,0.5,0.67,0.111111111,0,0,1,0.80260521,2,0.4325,0.8799
0.857142857,0,0,0.333333333,2,2,2,0,0,0.582217573,0,0.67,0.37037037,21,0,1,0.896793587,3,0.595,0.5986
0.714285714,0.857142857,0.428571429,0.777777778,2,0,2,1,0.4,0.024058577,1,0,0.407407407,21,0,0,0.058116232,4,0.7975,0.376
0,1,0,0.388888889,1,1,1,0,0,0.085983264,0.5,0.67,0.296296296,8,0,1,0.905811623,0,0.6225,0.8118
1,0,0,0.388888889,2,2,2,0,0,0.126569038,0.5,0.67,0.148148148,16,0,1,0.669338677,3,1,0.95
0.571428571,0,0,0.222222222,2,2,2,0,0,0.084100418,0.5,0,0.222222222,21,0,0,0.073146293,1,0.275,0.1782
0,0.714285714,0,0.277777778,1,1,1,0,0,0.214853556,0.5,0.33,0.444444444,11,0,1,0.533066132,0,0.5275,0.2136
0,0,0.571428571,0.222222222,0,0,0,0,0,0.000209205,1,0.33,0.481481481,4,0,0,0.059118236,3,0.2925,0.2094
0.428571429,0.571428571,1,0.777777778,1,2,0,1,0.2,0.09832636,0.5,0.33,0.555555556,13,0.5,1,0.651302605,3,0.31,0.2243
0,0,1,0.388888889,0,0,0,0,0,0.065062762,0.5,0,0.555555556,7,0,1,0.066132265,3,0.1525,0.5239
0.142857143,0.571428571,1,0.666666667,0,1,1,1,0.2,0.048953975,0.5,0.67,0.518518519,4,0,1,0.251503006,3,0,0.1999
0.714285714,0.428571429,0.428571429,0.611111111,0,2,0,1,0.6,0.129079498,0.5,0.33,0.407407407,4,0,0,0.179358717,2,0.5625,0.1682
0,0.571428571,0,0.222222222,1,1,1,0,0,0.156694561,0.5,0.67,0.481481481,8,0,1,0.620240481,0,0.3725,0.9661
0.571428571,1,0.142857143,0.666666667,2,2,0,1,1,0.014016736,1,0,0.481481481,17,0,1,0.405811623,0,0.49,0.4039
0,0,0.428571429,0.166666667,0,0,0,0,0,0.062343096,0.5,0.33,0.481481481,7,0,1,0.56012024,2,0.3075,0.3804
0,0.857142857,0,0.333333333,1,1,1,0,0,0.192677824,0.5,0.67,0.666666667,8,0.375,1,0.624248497,0,0.82,0.8696
0,0.285714286,0,0.111111111,1,1,1,0,0,0.122384937,0.5,0.33,0.592592593,8,1,1,0.53507014,3,0,0.6684
1,0.857142857,0.714285714,1,2,0,1,1,0.8,0.060669456,0.5,0.67,0.296296296,19,0,0,0.164328657,0,0.9425,0.4344
1,0.857142857,0.428571429,0.888888889,2,1,1,1,0.2,0.323430962,0,0.67,0.185185185,17,0,1,0.507014028,2,0.925,0.2696
0,0,1,0.388888889,0,0,0,0,0,0.224267782,0.5,0.67,0.37037037,4,0,1,0.647294589,3,0,0.162
0.285714286,1,0.714285714,0.777777778,2,2,0,1,0.4,0.258786611,0,1,0.407407407,16,0.75,1,0.446893788,0,0.6,0.6536
0.285714286,0.857142857,0.571428571,0.666666667,1,2,1,1,0.2,0.313389121,0,0,0.703703704,15,0,0,0.001002004,0,0.835,0.1839
1,0,0,0.388888889,2,2,2,0,0,0.098953975,0.5,0.33,0.444444444,19,0,1,0.77755511,0,0.3425,0.3167
0.571428571,0,0,0.222222222,2,2,2,0,0,0.266736402,0,0.33,0.555555556,20,1,0,0.037074148,0,0.5925,0.1985
0.857142857,0,0,0.333333333,2,2,2,0,0,0.084937238,0.5,0,0.407407407,19,0,0,0.069138277,4,0.5225,0.2054
0,0.428571429,0,0.166666667,1,1,1,0,0,0.070920502,0.5,0.67,0.407407407,8,0,1,0.669338677,1,0.2425,0.8617
0.571428571,0.571428571,0.285714286,0.555555556,2,2,0,1,0.2,0.067782427,0.5,0.67,0.518518519,16,0,1,0.295591182,3,0.8175,0.8805
1,0,0,0.388888889,2,2,2,0,0,0.188075314,0.5,0.33,0.555555556,16,0,0,0.194388778,1,0.015,0.9748
1,0.571428571,0.428571429,0.777777778,2,1,0,1,1,0.169037657,0.5,0.67,0.592592593,16,0,0,0.199398798,1,1,0.9058
1,0,0,0.388888889,2,2,2,0,0,0.237447699,0.5,0,0.481481481,23,0,1,0.27755511,0,0.2825,0.1431
0,1,0,0.388888889,1,1,1,0,0,0.012552301,1,0.67,0.444444444,8,0,1,0.30761523,1,0.58,0.788
0.857142857,1,0.571428571,0.944444444,1,0,2,1,0.8,0.070083682,0.5,0.33,0.333333333,14,0.25,0,0.026052104,3,0.1975,0.3841
0.857142857,0,0,0.333333333,2,2,2,0,0,0.04874477,0.5,0.67,0.481481481,16,0.625,1,0.330661323,0,0.6225,0.8013
1,1,0.714285714,1,1,1,0,1,1,0.044142259,1,0,0.555555556,11,0,0,0.009018036,2,1,0.6641
0.857142857,0,0,0.333333333,2,2,2,0,0,0.192677824,0.5,0.67,0.518518519,16,0.875,1,0.204408818,2,0.785,0.8212
0.714285714,1,0.428571429,0.833333333,1,2,2,1,0.2,0.011924686,1,0.67,0.555555556,9,0,0,0.01002004,3,0.3775,0.2049
1,0.857142857,1,1,2,1,1,1,0.2,0.187656904,0.5,1,0.518518519,16,0,1,0.468937876,0,0.3475,0.8524
0.142857143,0.857142857,0.857142857,0.722222222,0,2,1,1,0.4,0.233682008,0.5,0.67,0.592592593,0,0,1,0.597194389,0,0.9125,0.7858
0,1,0,0.388888889,1,1,1,0,0,0.078033473,0.5,0.33,0.333333333,8,0,0,0.006012024,3,0.205,0.8676
0,0,1,0.388888889,0,0,0,0,0,0.027824268,1,0.67,0.37037037,0,0.25,1,0.623246493,1,0.705,0.6718
0,0,0.428571429,0.166666667,0,0,0,0,0,0.046861925,0.5,0.33,0.444444444,0,0.125,0,0.117234469,0,0.155,0.6584
0.857142857,0.571428571,0.285714286,0.666666667,0,2,1,1,0.4,0.209205021,0.5,0.33,0.296296296,4,0.625,1,0.255511022,0,0,0.1227
1,0,0,0.388888889,2,2,2,0,0,0.081799163,0.5,0.33,0.407407407,17,0,1,0.399799599,2,0.8175,0.1782
0.857142857,0.714285714,0.428571429,0.777777778,1,2,2,1,0.8,0.015481172,1,0.67,0.444444444,8,0,0,0.171342685,1,0.815,0.9508
0,0.714285714,0,0.277777778,1,1,1,0,0,0.064016736,0.5,1,0.62962963,8,0,1,0.441883768,2,0.4375,0.9115
0.571428571,0.714285714,0.428571429,0.666666667,1,1,0,1,1,0.157949791,0.5,0.67,0.444444444,12,0,0,0.182364729,3,1,0.2187
0,0,0.571428571,0.222222222,0,0,0,0,0,0.221548117,0.5,0.33,0.407407407,3,0,1,0.798597194,2,1,0.3949
0.571428571,0.571428571,0.428571429,0.611111111,2,1,2,1,0.8,0.101882845,0.5,0.67,0.777777778,16,0.875,0,0.177354709,1,0.1325,0.8708
0,0,1,0.388888889,0,0,0,0,0,0.146025105,0.5,0,0.518518519,3,0,0,0.185370741,2,0.51,0.5526
0.714285714,0,0,0.277777778,2,2,2,0,0,0.255648536,0,1,0.62962963,20,0,1,0.229458918,2,1,0.1935
0.714285714,0,0,0.277777778,2,2,2,0,0,0.074895397,0.5,0.33,0.296296296,18,0,1,0.840681363,3,0.41,0.6338
0.142857143,1,0.714285714,0.722222222,1,2,2,1,1,0.007112971,1,0.67,0.592592593,8,0.75,1,0.411823647,0,0.4925,0.8685
1,0,0,0.388888889,2,2,2,0,0,0.284518828,0,0.67,0.481481481,16,0,1,0.70741483,3,0.475,0.7708
0,0,0.571428571,0.222222222,0,0,0,0,0,0.119874477,0.5,0,0.555555556,1,0,1,0.236472946,1,1,0.6331
0.571428571,0.714285714,0.857142857,0.833333333,0,2,0,1,0.8,0.084518828,0.5,0,0.185185185,1,0,0,0.120240481,0,0.2475,0.5245
1,0.142857143,0.714285714,0.722222222,2,2,1,1,0.4,0.176359833,0.5,0.33,0.518518519,18,0,1,0.554108216,1,0,0.6702
0.285714286,0.285714286,0.857142857,0.555555556,0,0,0,1,0.6,0.196025105,0.5,1,0.444444444,0,0.375,1,0.779559118,1,0.3375,0.9143
0,0,1,0.388888889,0,0,0,0,0,0.10292887,0.5,0.33,0.407407407,0,0,0,0.161322645,1,0.445,0.8764
0.142857143,1,0.857142857,0.777777778,1,2,0,1,0.2,0.084937238,0.5,0,0.296296296,9,0,0,0.143286573,2,0.625,0.5363
0.285714286,0.571428571,0.857142857,0.666666667,0,1,0,1,1,0.043096234,1,0,0.555555556,7,0,1,0.298597194,0,0.2225,0.3517
0.428571429,0,0,0.166666667,2,2,2,0,0,0.117364017,0.5,0.33,0.444444444,20,0,1,0.840681363,1,0.19,0.1714
0,0.571428571,0,0.222222222,1,1,1,0,0,0.174267782,0.5,0.33,0.333333333,8,0.25,1,0.159318637,0,0.33,0.8508
0.571428571,0,0,0.222222222,2,2,2,0,0,0.410669456,0,1,0.407407407,16,0,1,0.696392786,3,0.66,0.8707
0,0.571428571,0,0.222222222,1,1,1,0,0,0.062970711,0.5,0,0.555555556,11,0,1,0.907815631,0,0.7625,0.3671
0.857142857,1,1,1,1,0,1,1,1,0.064016736,0.5,0.67,0.555555556,8,0,1,0.258517034,1,0.0475,0.7193
1,0,0,0.388888889,2,2,2,0,0,0.566527197,0,0,0.333333333,18,0.75,0,0,1,0.9675,0.5246
0.428571429,1,0.285714286,0.666666667,0,1,1,1,0.8,0.025523013,1,0,0.555555556,1,0,1,0.507014028,2,0.1825,0.2901
0.285714286,0.714285714,1,0.777777778,1,2,0,1,0.2,0.254393305,0,0.33,0.518518519,11,0.125,1,0.759519038,3,1,0.3699
0,0,0.857142857,0.944444444,0,0,0,0,0,0.358158996,0,0.67,0.37037037,0,0.625,1,0.911823647,1,0.89,0.6227
0,1,0,0.388888889,1,1,1,0,0,0.049372385,0.5,0.67,0.407407407,12,0,1,0.70741483,1,0.9575,0.2281
0.285714286,0.571428571,0.857142857,0.666666667,2,1,1,1,0.2,0.072594142,0.5,0.33,0.37037037,16,0.375,1,0.668336673,1,0.66,0.9553
0.857142857,1,1,1,1,1,1,1,0.2,0.409832636,0,0.67,0.296296296,11,0,1,0.467935872,3,0.2,0.5629
1,0.571428571,0.857142857,0.944444444,1,1,1,1,0.4,0.007949791,1,0.67,0.518518519,8,0.25,1,0.501002004,0,0.445,0.6703
0.428571429,1,0.428571429,0.722222222,1,0,0,1,1,0.005230126,1,0,0.62962963,13,0,0,0.033066132,1,0.555,0.2455
0.714285714,0,0,0.277777778,2,2,2,0,0,0.258368201,0,1,0.555555556,20,0.75,0,0.114228457,0,1,0.3035
0.857142857,0.714285714,0.571428571,0.833333333,0,1,2,1,0.8,0.04832636,0.5,0.33,0.777777778,5,0,0,0.051102204,2,0.5075,0.7382
0.857142857,0.285714286,0.857142857,0.777777778,2,2,0,1,0.4,0.241422594,0.5,0.67,0.407407407,21,0,1,0.374749499,1,0,0.4488
0,0,0.857142857,0.333333333,0,0,0,0,0,0.2041841,0.5,0.33,0.37037037,5,0,0,0.006012024,1,1,0.3097
0.142857143,0.428571429,0.714285714,0.5,0,2,1,1,0.2,0.066108787,0.5,0.33,0.37037037,5,0,0,0.135270541,1,0.235,0.3122
0.857142857,0,0,0.333333333,2,2,2,0,0,0.185774059,0.5,0.67,0.296296296,16,0,1,0.350701403,3,0.77,0.8881
0.571428571,0,0,0.222222222,2,2,2,0,0,0.219665272,0.5,0.67,0.444444444,22,0,0,0.103206413,1,0.24,0.3195
0,0.571428571,0,0.222222222,1,1,1,0,0,0.227196653,0.5,0.33,0.259259259,13,0,0,0.011022044,3,0.1725,0.1485
0,0,0.857142857,0.333333333,0,0,0,0,0,0.409414226,0,0.67,0.518518519,3,0,1,0.699398798,1,0.14,0.3941
0.285714286,1,0.285714286,0.611111111,1,2,1,1,1,0.107112971,0.5,0.67,0.518518519,8,0,0,0.062124248,2,0,0.7831
1,0,0,0.388888889,2,2,2,0,0,0.19874477,0.5,0.67,0.111111111,16,0,0,0.085170341,2,0.415,0.7843
0,1,0,0.388888889,1,1,1,0,0,0.207531381,0.5,0,0.518518519,11,0,1,0.522044088,1,0.5725,0.2481
0.714285714,0,0,0.277777778,2,2,2,0,0,0.45041841,0,0.67,0.518518519,16,0,1,0.157314629,0,0.215,0.7794
0.142857143,0.428571429,0.142857143,0.277777778,1,2,1,1,0.6,0.276987448,0,0,0.703703704,15,0,1,0.647294589,1,0.725,0.4199
0.428571429,0,0,0.166666667,2,2,2,0,0,0.385355649,0,0.67,0.222222222,16,0,1,0.345691383,3,0.1525,0.741
1,0.857142857,0.142857143,0.777777778,2,2,1,1,0.4,0.512552301,0,0.67,0.518518519,22,0,0,0.064128257,0,0.73,0.6981
0.714285714,0.285714286,0.857142857,0.722222222,0,2,2,1,1,0.110878661,0.5,0.33,0.592592593,0,0,0,0.028056112,2,0.3475,0.6672
0.571428571,0.142857143,1,0.666666667,0,1,1,1,0.2,0.064016736,0.5,0,0.592592593,3,0.125,1,0.589178357,2,0.2825,0.4337
0.857142857,0.857142857,0.428571429,0.833333333,1,2,2,1,0.8,0.032217573,1,0.67,0.407407407,12,0,0,0.198396794,2,0,0.2431
0.142857143,1,0.285714286,0.555555556,1,2,0,1,0.4,0.064225941,0.5,0.67,0.555555556,9,0,0,0.19739479,0,0.735,0.2436
1,0,0,0.388888889,2,2,2,0,0,0.055020921,0.5,0.33,0.592592593,23,0,0,0.128256513,2,0.6375,0.279
1,0.571428571,0.571428571,0.833333333,1,2,1,1,1,0.090167364,0.5,0.67,0.37037037,8,0,1,0.776553106,2,1,0.8553
0,0.714285714,0,0.277777778,1,1,1,0,0,0.232635983,0.5,0.33,0.481481481,10,0,0,0.069138277,2,0.2525,0.3827
0,0,1,0.388888889,0,0,0,0,0,0.221338912,0.5,0.33,0.296296296,1,0,1,0.677354709,0,0.5975,0.4033
0,0.857142857,0,0.333333333,1,1,1,0,0,0.362970711,0,0,0.555555556,13,0,1,0.936873747,2,0,0.5469
0.428571429,0.571428571,0.285714286,0.5,2,1,2,1,0.2,0.034518828,1,0.33,0.444444444,17,0.625,1,0.547094188,3,0.925,0.3946
0.285714286,0.285714286,0.428571429,0.388888889,0,0,1,1,1,0.220083682,0.5,0,0.481481481,1,0,1,0.809619238,0,0,0.2945
0.571428571,1,0.714285714,0.888888889,1,1,1,1,1,0.093514644,0.5,0.33,0.518518519,14,0,1,0.487975952,0,0,0.7844
0,0,0.428571429,0.166666667,0,0,0,0,0,0.208368201,0.5,1,0.37037037,0,0,1,0.704408818,2,0.7325,0.8369
0,0.571428571,0,0.222222222,1,1,1,0,0,0.261297071,0,0,0.666666667,9,0,0,0.159318637,3,0.385,0.4573
0,0,0.857142857,0.333333333,0,0,0,0,0,0.255857741,0,0,0.592592593,1,0,1,0.72745491,2,0.4025,0.4031
0.714285714,0.285714286,0.857142857,0.722222222,0,2,1,1,0.2,0.005020921,1,0.67,0.37037037,0,0,1,0.576152305,3,0,0.7868
0.857142857,0,0,0.333333333,2,2,2,0,0,0.008158996,1,0.67,0.407407407,16,0,1,0.468937876,0,0.46,0.8106
0.142857143,0.857142857,0.714285714,0.666666667,1,2,2,1,1,0.2958159,0,0,0.444444444,15,0.25,0,0.143286573,2,0.495,0.3719
1,0.428571429,0.428571429,0.722222222,2,0,2,1,1,0.348117155,0,1,0.407407407,22,0,0,0.034068136,0,1,0.3862
0,0,0.857142857,0.333333333,0,0,0,0,0,0.038284519,1,0.33,0.555555556,7,0,1,0.666332665,2,0.7275,0.605
0,0,0.571428571,0.222222222,0,0,0,0,0,0.592677824,0,1,0.259259259,0,0,1,0.400801603,3,0.8,0.8423
0,1,0,0.388888889,1,1,1,0,0,0.015899582,1,1,0.407407407,13,0,1,0.653306613,2,0.57,0.2793
1,0,0,0.388888889,2,2,2,0,0,0.066527197,0.5,0,0.518518519,23,0,0,0.173346693,4,0.0725,0.4322
0,1,0,0.388888889,1,1,1,0,0,0.023849372,1,0.67,0.296296296,8,0,1,0.721442886,3,0.5825,0.8684
0.571428571,0,0,0.222222222,2,2,2,0,0,0.210669456,0.5,0,0.518518519,23,0,1,0.346693387,0,0,0.5463
0.857142857,0,0,0.333333333,2,2,2,0,0,0.066945607,0.5,0,0.37037037,17,0,1,0.774549098,2,0.3975,0.2642
1,1,0.571428571,1,1,2,1,1,0.8,0.414016736,0,0.33,0.518518519,11,0,1,0.77755511,0,0.1075,0.2392
0.857142857,1,0.428571429,0.888888889,1,2,1,1,1,0.001882845,1,0.33,0.518518519,14,0,0,0.017034068,0,0.255,0.3452
0.571428571,1,0.714285714,0.888888889,1,1,2,1,0.8,0.019246862,1,0.33,0.444444444,8,0,1,0.639278557,0,0.94,0.8451
0.714285714,0.428571429,0.714285714,0.722222222,0,2,0,1,0.8,0.012552301,1,0,0.259259259,1,0,1,0.312625251,3,0,0.5279
0.571428571,1,0.142857143,0.666666667,1,0,0,1,0.8,0.456276151,0,0.67,0.481481481,8,0,0,0.00501002,3,1,0.7841
0,0,1,0.388888889,0,0,0,0,0,0.129288703,0.5,0.33,0.37037037,1,0,1,0.316633267,0,0.9525,0.4121
0.857142857,1,0.571428571,0.944444444,2,1,0,1,0.8,0.043096234,1,0.33,0.222222222,20,0,0,0.109218437,0,0.8025,0.1933
1,0,0,0.388888889,2,2,2,0,0,0.15460251,0.5,0.33,0.481481481,22,0,1,0.542084168,2,1,0.5291
0.857142857,0.571428571,0.142857143,0.611111111,2,0,0,1,0.4,0.120920502,0.5,0.33,0.518518519,17,0.5,1,0.354709419,1,1,0.5802
1,0.285714286,0.857142857,0.833333333,2,1,0,1,1,0.174895397,0.5,0.67,0.333333333,23,0,0,0.018036072,2,0.635,0.3704
0,0,1,0.388888889,0,0,0,0,0,0.062970711,0.5,0.33,0.407407407,0,0,0,0.046092184,2,0.7075,0.6736
0.571428571,0.571428571,0.571428571,0.666666667,1,2,1,1,1,0.086401674,0.5,0.67,0.592592593,8,0,1,0.22244489,0,0.71,0.7004
1,0,0,0.388888889,2,2,2,0,0,0.084937238,0.5,0.33,0.37037037,22,0.625,0,0.190380762,3,0.405,0.4556
1,0.714285714,0.285714286,0.777777778,1,1,0,1,0.2,0.013179916,1,0.67,0.111111111,8,0.5,1,0.402805611,2,0.5625,0.922
0,0,0.428571429,0.166666667,0,0,0,0,0,0.026569038,1,0.67,0.259259259,0,0,0,0.198396794,2,0.7325,0.8536
0.857142857,0.428571429,0.571428571,0.722222222,0,2,1,1,0.8,0.007740586,1,0,0.37037037,2,0,0,0.103206413,0,0,0.5163
1,0.428571429,0.285714286,0.666666667,2,1,2,1,0.6,0.075523013,0.5,0.33,0.62962963,16,1,1,0.786573146,0,0.09,0.7536
0.428571429,0.285714286,1,0.666666667,0,1,2,1,0.6,0.082845188,0.5,0.33,0.592592593,7,0,1,0.570140281,1,0.6575,0.4401
1,0.714285714,0.285714286,0.777777778,2,1,2,1,0.6,0.140167364,0.5,0.67,0.444444444,16,0,1,0.685370741,1,0.62,0.7712
1,0.142857143,0.428571429,0.611111111,2,2,1,1,1,0.115899582,0.5,0.33,0.518518519,16,0,1,0.315631263,0,0.9775,0.8987
0.428571429,0.571428571,0.428571429,0.555555556,1,0,1,1,0.4,0.007531381,1,0,0.481481481,15,0,1,0.29759519,3,0.94,0.3468
1,1,0.857142857,1,2,2,0,1,0.6,0.092468619,0.5,0,0.444444444,19,1,1,0.679358717,4,0.405,0.7821
1,0.857142857,0.142857143,0.777777778,2,0,0,1,0.8,0.079916318,0.5,0.33,0.62962963,16,0,1,0.77755511,1,0.905,0.8006
0,0.428571429,0,0.166666667,1,1,1,0,0,0.020502092,1,0.33,0.296296296,14,0,1,0.894789579,1,0.035,0.7421
0.714285714,0.714285714,0.571428571,0.777777778,0,1,1,1,0.4,0.020711297,1,0.67,0.555555556,0,0,0,0.029058116,2,1,0.798
0,0,1,0.388888889,0,0,0,0,0,0.00083682,1,0.33,0.555555556,1,0,0,0.081162325,1,0.285,0.3001
0.714285714,0,0,0.277777778,2,2,2,0,0,0.159832636,0.5,0.67,0.444444444,16,0,0,0.014028056,0,0.01,0.8488
0.285714286,0.142857143,0.428571429,0.333333333,0,2,2,1,0.4,0.10251046,0.5,0.67,0.518518519,0,0,1,0.644288577,0,0.785,0.9675
0.714285714,0.857142857,1,1,0,2,1,1,0.8,0.098535565,0.5,0,0.481481481,3,0,0,0.184368737,2,0.1725,0.3758
0.571428571,0,0,0.222222222,2,2,2,0,0,0.021338912,1,0.33,0.592592593,22,0,0,0.137274549,2,0.0725,0.1251
1,0,0,0.388888889,2,2,2,0,0,0.005439331,1,0,0.37037037,17,0.5,0,0.127254509,1,0.4875,0.3937
0.571428571,0.571428571,0.571428571,0.666666667,0,2,1,1,0.6,0.108158996,0.5,0,0.444444444,1,0,0,0.177354709,2,0.44,0.3206
0.142857143,0.428571429,0.714285714,0.5,0,2,2,1,0.6,0.016527197,1,0.33,0.555555556,3,0,1,0.582164329,2,0.13,0.3352
0,1,0,0.388888889,1,1,1,0,0,0.340585774,0,1,0.296296296,8,0,0,0.164328657,3,0.485,0.9484
0,0,0.571428571,0.222222222,0,0,0,0,0,0.052719665,0.5,0.67,0.296296296,6,0,1,0.506012024,2,0.0875,0.3612
0,1,0,0.388888889,1,1,1,0,0,0.04832636,0.5,1,0.407407407,14,0.125,0,0.009018036,2,0.3575,0.2829
0.714285714,0.285714286,0.142857143,0.444444444,2,2,2,1,0.6,0.041004184,1,0,0.481481481,23,0,0,0.125250501,2,0.55,0.1977
0,0,1,0.388888889,0,0,0,0,0,0.115271967,0.5,0,0.37037037,5,0,1,0.284569138,3,0.65,0.2946
0,0,0.857142857,0.333333333,0,0,0,0,0,0.140794979,0.5,0.67,0.666666667,0,0.5,1,0.517034068,2,0,0.8808
1,0.428571429,0.714285714,0.833333333,2,1,1,1,0.4,0.077615063,0.5,0,0.37037037,17,0.125,1,0.502004008,3,0.3425,0.2708
0,0,1,0.388888889,0,0,0,0,0,0.106066946,0.5,0.67,0.481481481,0,0.75,1,0.814629259,2,0.9225,0.8414
0.571428571,0,0,0.222222222,2,2,2,0,0,0.178033473,0.5,0.33,0.333333333,21,0,1,0.96993988,1,0.3275,0.4684
1,0.571428571,0.571428571,0.833333333,2,0,2,1,0.6,0.202301255,0.5,0,0.740740741,19,0,1,0.73246493,0,0.105,0.2945
0.571428571,0,0,0.222222222,2,2,2,0,0,0.056694561,0.5,0.33,0.444444444,16,0.25,1,0.273547094,1,0.94,0.8492
0,0,0.714285714,0.277777778,0,0,0,0,0,0.20334728,0.5,0.67,0.592592593,2,0,1,0.837675351,3,0.6575,0.4975
0.857142857,0.571428571,1,0.944444444,2,1,0,1,0.2,0.011715481,1,0.67,0.481481481,16,0,1,0.903807615,1,0.5675,0.6444
0.142857143,1,0.571428571,0.666666667,1,1,1,1,0.8,0.032426778,1,0.67,0.37037037,12,0,0,0.147294589,2,0.5525,0.1893
1,0.571428571,0.285714286,0.722222222,2,1,0,1,0.6,0.143305439,0.5,0.67,0.333333333,16,0,0,0.037074148,1,0.9375,0.8678
0,0,1,0.388888889,0,0,0,0,0,0.338493724,0,0.33,0.518518519,4,0,0,0.190380762,2,0.8875,0.1356
0,1,0,0.388888889,1,1,1,0,0,0.15292887,0.5,0.33,0.333333333,14,0,1,0.96492986,3,1,0.3249
0.714285714,0.285714286,0.714285714,0.666666667,2,2,2,1,0.8,0.110041841,0.5,1,0.407407407,18,0,1,0.851703407,0,0.3125,0.6721
1,0.285714286,1,0.888888889,2,1,2,1,0.6,0.001046025,1,1,0.592592593,20,0,0,0.199398798,1,0.01,0.222
0.428571429,0.285714286,0.428571429,0.444444444,2,1,2,1,0.4,0.133472803,0.5,0.33,0.62962963,19,0,0,0.153306613,3,0.52,0.2405
1,0,0,0.388888889,2,2,2,0,0,0.070083682,0.5,0.67,0.592592593,16,0,0,0.066132265,0,0.2925,0.8581
1,0.714285714,0.142857143,0.722222222,2,2,0,1,0.2,0.052301255,0.5,0.33,0.444444444,23,0,0,0.131262525,2,0.72,0.4208
0.857142857,1,0.285714286,0.833333333,0,0,1,1,1,0.096443515,0.5,0.67,0.333333333,0,0,0,0.071142285,1,0.02,0.7622
0.571428571,0.857142857,1,0.944444444,0,1,2,1,0.4,0.593723849,0,0,0.444444444,3,0,0,0.193386774,0,0.99,0.4253
0,0,0.857142857,0.333333333,0,0,0,0,0,0.363389121,0,0.67,0.37037037,0,0,1,0.642284569,0,0.02,0.8529
0.857142857,1,1,1,0,1,1,1,0.6,0.015899582,1,0.33,0.666666667,5,0,0,0.150300601,2,0.0725,0.457
0.428571429,0.714285714,0.285714286,0.555555556,2,1,1,1,0.2,0.038284519,1,0.33,0.444444444,16,0,0,0.172344689,0,0.4625,0.8364
0.142857143,0.714285714,0.571428571,0.555555556,0,0,0,1,1,0.094142259,0.5,0.67,0.703703704,1,0,1,0.575150301,3,0.675,0.2721
0.285714286,0,0,0.111111111,2,2,2,0,0,0.028242678,1,0.33,0.37037037,23,0,0,0.140280561,1,0,0.2319
0,0,0.857142857,0.333333333,0,0,0,0,0,0.034100418,1,0.33,0.37037037,7,0,1,0.73246493,1,0.8425,0.3786
0.571428571,0.142857143,1,0.666666667,0,2,1,1,0.6,0.056066946,0.5,0.67,0.407407407,6,0,0,0.138276553,0,0,0.2815
1,0,0,0.388888889,2,2,2,0,0,0.19832636,0.5,0.33,0.222222222,16,0,1,0.744488978,0,0.975,0.7822
